"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Calcium",2020-06-30 10:35:00,"7440-70-2","T",44800,"ug/l",110,"ug/l",1000,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","CHLORIDE (AS CL)",2020-06-30 10:35:00,"16887-00-6","T",17,"mg/l",0.5,"mg/l",2,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Copper",2020-06-30 10:35:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","HARDNESS (AS CACO3)",2020-06-30 10:35:00,"HARD","T",132,"mg/l",NA,"mg/l",6.62,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Iron",2020-06-30 10:35:00,"7439-89-6","T",262,"ug/l",20,"ug/l",100,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Lead",2020-06-30 10:35:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Magnesium",2020-06-30 10:35:00,"7439-95-4","T",4860,"ug/l",68,"ug/l",1000,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Nickel",2020-06-30 10:35:00,"7440-02-0","T",1,"ug/l",0.26,"ug/l",1,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Nitrate+Nitrite as Nitrogen",2020-06-30 10:35:00,"NO3NO2N","T",0.0527,"mg/l",0.0015,"mg/l",0.002,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Nitrogen",2020-06-30 10:35:00,"7727-37-9","T",0.43,"mg/l",NA,"mg/l",0.1,"","R","Equipment Blank error",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","Nitrogen, ammonia (As N)",2020-06-30 10:35:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","NITROGEN, KJELDAHL, TOTAL",2020-06-30 10:35:00,"KN","T",0.38,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","NITROGEN, NITRATE (AS N)",2020-06-30 10:35:00,"14797-55-8","T",0.053,"mg/l",NA,"mg/l",0.01,"","A","",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","NITROGEN, NITRITE",2020-06-30 10:35:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-04-13
"BELLINGER_BROOK","12-BELN-0.6","N","12-BELN-0.6-06302020-W","R2005633","PHOSPHORUS, TOTAL (AS P)",2020-06-30 10:35:00,"7723-14-0","T",0.0152,"mg/l",0.0036,"mg/l",0.005,"","A","",2021-04-13
