"data_provider","sys_sample_code","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_delivery_group","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment","SiteID"
"ALSRNY","03022102_04182016_WS","03022102_04182016_WS","WS","N","field","","R1603723","04/18/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/18/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03022102"
"ALSRNY","03022102_04182016_WSRE","03022102_04182016_WS","WS","N","field","","R1603723","04/18/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/18/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03022102"
"ALSRNY","03022102FB_04182016_WS","03022102FB_04182016_WS","WS","FB","field","","R1603723","04/18/2016 04:00:00","Unknown",NA,NA,NA,NA,NA,"04/18/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03022102"
"ALSRNY","03022102FB_04182016_WSRE","03022102FB_04182016_WS","WS","FB","field","","R1603723","04/18/2016 04:00:00","Unknown",NA,NA,NA,NA,NA,"04/18/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03022102"
"ALSRNY","03031329_04182016_WS","03031329_04182016_WS","WS","N","field","","R1603723","04/18/2016 08:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031329"
"ALSRNY","03031329_04182016_WSRE","03031329_04182016_WS","WS","N","field","","R1603723","04/18/2016 08:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031329"
"ALSRNY","03032209_04182016_WS","03032209_04182016_WS","WS","N","field","","R1603723","04/18/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03032209"
"ALSRNY","03032209_04182016_WSRE","03032209_04182016_WS","WS","N","field","","R1603723","04/18/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03032209"
"ALSRNY","03031703_04182016_WS","03031703_04182016_WS","WS","N","field","","R1603723","04/18/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031703"
"ALSRNY","03031703_04182016_WSRE","03031703_04182016_WS","WS","N","field","","R1603723","04/18/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031703"
"ALSRNY","03031308_04182016_WS","03031308_04182016_WS","WS","N","field","","R1603723","04/18/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031308"
"ALSRNY","03031308_04182016_WSRE","03031308_04182016_WS","WS","N","field","","R1603723","04/18/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031308"
"ALSRNY","03013003_04192016_WS","03013003_04192016_WS","WS","N","field","","R1603723","04/19/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03013003"
"ALSRNY","03013102_04192016_WS","03013102_04192016_WS","WS","N","field","","R1603723","04/19/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/19/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03013102"
"ALSRNY","01021067_04202016_WS","01021067_04202016_WS","WS","N","field","","R1603723","04/20/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01021067"
"ALSRNY","01021200_04192016_WS","01021200_04192016_WS","WS","N","field","","R1603723","04/19/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01021200"
"ALSRNY","01022111_04192016_WS","01022111_04192016_WS","WS","N","field","","R1603723","04/19/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01022111"
"ALSRNY","01031002_04192016_WS","01031002_04192016_WS","WS","N","field","","R1603723","04/19/2016 13:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01031002"
"ALSRNY","01010001_04192016_WS","01010001_04192016_WS","WS","N","field","","R1603723","04/19/2016 09:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01010001"
"ALSRNY","03011502_04192016_WS","03011502_04192016_WS","WS","N","field","","R1603723","04/19/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/20/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03011502"
"ALSRNY","03031202QC_04202016_WS","03031202QC_04202016_WS","WS","N","field","","R1603723","04/20/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03031202"
"ALSRNY","03032001_04202016_WS","03032001_04202016_WS","WS","N","field","","R1603723","04/20/2016 08:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03032001"
"ALSRNY","03032203_04202016_WS","03032203_04202016_WS","WS","N","field","","R1603723","04/20/2016 09:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"03032203"
"ALSRNY","03032203EB_04202016_WS","03032203EB_04202016_WS","WS","EB","field","","R1603723","04/20/2016 04:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","01043001_04202016_WS","01043001_04202016_WS","WS","N","field","","R1603723","04/20/2016 09:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01043001"
"ALSRNY","01031002_04202016_WS","01031002_04202016_WS","WS","N","field","","R1603723","04/20/2016 13:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01031002"
"ALSRNY","01042500_04202016_WS","01042500_04202016_WS","WS","N","field","","R1603723","04/20/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01042500"
"ALSRNY","01052108_04202016_WS","01052108_04202016_WS","WS","N","field","","R1603723","04/20/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01052108"
"ALSRNY","01051101_04202016_WS","01051101_04202016_WS","WS","N","field","","R1603723","04/20/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/21/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01051101"
"ALSRNY","01051214_04212016_WS","01051214_04212016_WS","WS","N","field","","R1603723","04/21/2016 13:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01051214"
"ALSRNY","01051214EB_04212016_WS","01051214EB_04212016_WS","WS","EB","field","","R1603723","04/21/2016 03:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","01053400_04212016_WS","01053400_04212016_WS","WS","N","field","","R1603723","04/21/2016 09:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01053400"
"ALSRNY","01053301_04212016_WS","01053301_04212016_WS","WS","N","field","","R1603723","04/21/2016 10:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01053301"
"ALSRNY","01053202_04212016_WS","01053202_04212016_WS","WS","N","field","","R1603723","04/21/2016 11:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01053202"
"ALSRNY","01053101_04212016_WS","01053101_04212016_WS","WS","N","field","","R1603723","04/21/2016 12:00:00","Unknown",NA,NA,NA,NA,NA,"04/22/2016",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,"01053101"
"ALSRNY","492930-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 04:23:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492437-MB1","Method Blank","WQ","LB","lab","","R1603723","04/19/2016 13:16:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494166-MB1","Method Blank","WQ","LB","lab","","R1603723","04/29/2016 06:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493190-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 22:52:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492929-MB1","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 20:01:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493161-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 05:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493175-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 13:02:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492954-MB1","Method Blank","WQ","LB","lab","","R1603723","04/20/2016 15:12:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492438-MB1","Method Blank","WQ","LB","lab","","R1603723","04/19/2016 14:49:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","260792-MB1","Method Blank","WQ","LB","lab","","R1603723","05/04/2016 12:38:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494713-MB1","Method Blank","WQ","LB","lab","","R1603723","05/03/2016 09:35:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","259971-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 14:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492795-MB1","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 10:54:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492972-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 10:22:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492868-MB1","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 16:12:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492794-MB1","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 10:54:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494247-MB2","Method Blank","WQ","LB","lab","","R1603723","04/27/2016 17:34:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492953-MB2","Method Blank","WQ","LB","lab","","R1603723","04/20/2016 16:45:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494167-MB2","Method Blank","WQ","LB","lab","","R1603723","04/29/2016 09:03:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493191-MB2","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 05:17:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494250-MB2","Method Blank","WQ","LB","lab","","R1603723","04/28/2016 01:56:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493175-MB2","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 13:02:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493178-MB2","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 18:02:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","496563-MB2","Method Blank","WQ","LB","lab","","R1603723","05/16/2016 11:48:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492896-MB2","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 16:07:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","260793-MB2","Method Blank","WQ","LB","lab","","R1603723","05/04/2016 12:38:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","260236-MB2","Method Blank","WQ","LB","lab","","R1603723","04/27/2016 20:58:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493141-MB2","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 10:15:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493258-MB2","Method Blank","WQ","LB","lab","","R1603723","04/25/2016 10:55:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492870-MB2","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 16:12:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493140-MB2","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 10:15:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494248-MB3","Method Blank","WQ","LB","lab","","R1603723","04/28/2016 01:56:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493156-MB3","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 17:35:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","495685-MB3","Method Blank","WQ","LB","lab","","R1603723","04/29/2016 02:49:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493196-MB3","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 18:32:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493178-MB3","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 18:02:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493179-MB3","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 01:24:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","496565-MB3","Method Blank","WQ","LB","lab","","R1603723","05/16/2016 13:36:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492786-MB3","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 08:46:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","261105-MB3","Method Blank","WQ","LB","lab","","R1603723","05/09/2016 12:46:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","261064-MB3","Method Blank","WQ","LB","lab","","R1603723","05/06/2016 16:16:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493572-MB3","Method Blank","WQ","LB","lab","","R1603723","04/26/2016 16:20:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494048-MB3","Method Blank","WQ","LB","lab","","R1603723","04/28/2016 17:55:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493314-MB3","Method Blank","WQ","LB","lab","","R1603723","04/25/2016 13:30:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493571-MB3","Method Blank","WQ","LB","lab","","R1603723","04/26/2016 16:20:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493551-MB4","Method Blank","WQ","LB","lab","","R1603723","04/21/2016 13:48:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","495700-MB4","Method Blank","WQ","LB","lab","","R1603723","05/04/2016 17:37:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493193-MB4","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 12:07:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493179-MB4","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 01:24:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493234-MB4","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 18:48:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493635-MB4","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 16:18:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493727-MB4","Method Blank","WQ","LB","lab","","R1603723","04/27/2016 13:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493726-MB4","Method Blank","WQ","LB","lab","","R1603723","04/27/2016 13:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493634-MB1","Method Blank","WQ","LB","lab","","R1603723","04/22/2016 17:33:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","495702-MB","Method Blank","WQ","LB","lab","","R1603723","05/04/2016 17:37:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493207-MB","Method Blank","WQ","LB","lab","","R1603723","04/24/2016 10:51:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493231-MB","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 11:15:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493235-MB","Method Blank","WQ","LB","lab","","R1603723","04/24/2016 02:10:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493944-MB","Method Blank","WQ","LB","lab","","R1603723","04/28/2016 13:18:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493942-MB","Method Blank","WQ","LB","lab","","R1603723","04/28/2016 13:18:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493234-MB","Method Blank","WQ","LB","lab","","R1603723","04/23/2016 18:48:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493237-MB","Method Blank","WQ","LB","lab","","R1603723","04/24/2016 07:05:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","495053-MB","Method Blank","WQ","LB","lab","","R1603723","05/04/2016 18:10:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492930-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 04:44:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492437-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/19/2016 13:17:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494166-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/29/2016 06:45:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493190-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 23:08:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492929-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/21/2016 20:22:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493161-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 05:52:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","493175-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 13:18:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492954-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/20/2016 15:13:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492438-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/19/2016 14:50:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","260792-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","05/04/2016 12:38:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","494713-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","05/03/2016 09:35:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","259971-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 14:40:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492795-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/21/2016 10:54:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
"ALSRNY","492972-LCS1","Lab Control Sample","WQ","BS","lab","","R1603723","04/22/2016 10:22:00","",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA,NA
