sys_sample_code,SBU_ID,sample_date,chemical_name,fraction,result_numeric,result_unit,interpreted_qualifiers,method_detection_limit,detection_limit_unit
07034306-05292002-WS,07-SCON-3.6,5/29/2002 12:00:00 PM,Phosphorus,T,0.197,mg/l,NA,NA,NA
07034306-05292002-WS,07-SCON-3.6,5/29/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,1.54,mg/l,NA,NA,NA
07034306-06192002-WS,07-SCON-3.6,6/19/2002 8:00:00 AM,Phosphorus,T,0.171,mg/l,NA,NA,NA
07034306-06192002-WS,07-SCON-3.6,6/19/2002 8:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.3,mg/l,NA,NA,NA
07034306-07172002-WS,07-SCON-3.6,7/17/2002 12:00:00 PM,Phosphorus,T,0.577,mg/l,NA,NA,NA
07034306-07172002-WS,07-SCON-3.6,7/17/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.73,mg/l,NA,NA,NA
07034306-08202002-WS,07-SCON-3.6,8/20/2002 12:00:00 PM,Phosphorus,T,0.707,mg/l,NA,NA,NA
07034306-08202002-WS,07-SCON-3.6,8/20/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.82,mg/l,NA,NA,NA
07034306-09122002-WS,07-SCON-3.6,9/12/2002 11:00:00 AM,Phosphorus,T,0.714,mg/l,NA,NA,NA
07034306-09122002-WS,07-SCON-3.6,9/12/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.97,mg/l,NA,NA,NA
07034306-10012002-WS,07-SCON-3.6,10/1/2002 12:00:00 PM,Phosphorus,T,0.446,mg/l,NA,NA,NA
07034306-10012002-WS,07-SCON-3.6,10/1/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.938,mg/l,NA,NA,NA
07034306-10232002-WS,07-SCON-3.6,10/23/2002 12:00:00 PM,Phosphorus,T,0.32,mg/l,NA,NA,NA
07034306-10232002-WS,07-SCON-3.6,10/23/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,1.61,mg/l,NA,NA,NA
07034306-11132002-WS,07-SCON-3.6,11/13/2002 11:00:00 AM,Phosphorus,T,0.218,mg/l,NA,NA,NA
07034306-11132002-WS,07-SCON-3.6,11/13/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.3,mg/l,NA,NA,NA
07034413-05082002-WS,07-WDCR-16.6,5/8/2002 9:00:00 AM,Phosphorus,T,0.0195,mg/l,NA,NA,NA
07034413-05082002-WS,07-WDCR-16.6,5/8/2002 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.36,mg/l,NA,NA,NA
07034413-06192002-WS,07-WDCR-16.6,6/19/2002 9:00:00 AM,Phosphorus,T,0.0323,mg/l,NA,NA,NA
07034413-06192002-WS,07-WDCR-16.6,6/19/2002 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.82,mg/l,NA,NA,NA
07062003-10022002-WS,07-OWAS-2.5,10/2/2002 11:00:00 AM,Phosphorus,T,0.0534,mg/l,NA,NA,NA
07062003-10022002-WS,07-OWAS-2.5,10/2/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.25,mg/l,NA,NA,NA
07062003-11132002-WS,07-OWAS-2.5,11/13/2002 10:00:00 AM,Phosphorus,T,0.11,mg/l,NA,NA,NA
07062003-11132002-WS,07-OWAS-2.5,11/13/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,2.1,mg/l,NA,NA,NA
07064105-05032007-WS,07-OWLI-3.0,5/3/2007 10:00:00 AM,Phosphorus,T,0.0198,mg/l,NA,NA,NA
07064105-05032007-WS,07-OWLI-3.0,5/3/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.55,mg/l,NA,NA,NA
07064105-05312007-WS,07-OWLI-3.0,5/31/2007 9:00:00 AM,Phosphorus,T,0.0613,mg/l,NA,NA,NA
07064105-05312007-WS,07-OWLI-3.0,5/31/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.53,mg/l,NA,NA,NA
07064105-06182007-WS,07-OWLI-3.0,6/18/2007 10:00:00 AM,Phosphorus,T,0.053,mg/l,NA,NA,NA
07064105-06182007-WS,07-OWLI-3.0,6/18/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.45,mg/l,NA,NA,NA
07064105-07182007-WS,07-OWLI-3.0,7/18/2007 9:00:00 AM,Phosphorus,T,0.0379,mg/l,NA,NA,NA
07064105-07182007-WS,07-OWLI-3.0,7/18/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.882,mg/l,NA,NA,NA
07064105-08222007-WS,07-OWLI-3.0,8/22/2007 9:00:00 AM,Phosphorus,T,0.0487,mg/l,NA,NA,NA
07064105-08222007-WS,07-OWLI-3.0,8/22/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.858,mg/l,NA,NA,NA
07064105-09122007-WS,07-OWLI-3.0,9/12/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.808,mg/l,NA,NA,NA
07064105-09122007-WS,07-OWLI-3.0,9/12/2007 9:00:00 AM,Phosphorus,T,0.0743,mg/l,NA,NA,NA
07064105-10032007-WS,07-OWLI-3.0,10/3/2007 9:00:00 AM,Phosphorus,T,0.0364,mg/l,NA,NA,NA
07064105-10032007-WS,07-OWLI-3.0,10/3/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.845,mg/l,NA,NA,NA
07064105-10242007-WS,07-OWLI-3.0,10/24/2007 9:00:00 AM,Phosphorus,T,0.164,mg/l,NA,NA,NA
07064105-10242007-WS,07-OWLI-3.0,10/24/2007 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.558,mg/l,NA,NA,NA
07064105-11132007-WS,07-OWLI-3.0,11/13/2007 8:30:00 AM,Phosphorus,T,0.0191,mg/l,NA,NA,NA
07064105-11132007-WS,07-OWLI-3.0,11/13/2007 8:30:00 AM,"Nitrogen, Nitrate (As N)",T,1.12,mg/l,NA,NA,NA
07072003-04302007-WS,07-SKAN-2.2,4/30/2007 1:00:00 PM,Phosphorus,T,0.0186,mg/l,NA,NA,NA
07072003-04302007-WS,07-SKAN-2.2,4/30/2007 1:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.748,mg/l,NA,NA,NA
07072003-05302007-WS,07-SKAN-2.2,5/30/2007 12:00:00 PM,Phosphorus,T,0.123,mg/l,NA,NA,NA
07072003-05302007-WS,07-SKAN-2.2,5/30/2007 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,1.28,mg/l,NA,NA,NA
07072003-06202007-WS,07-SKAN-2.2,6/20/2007 12:00:00 PM,Phosphorus,T,0.308,mg/l,NA,NA,NA
07072003-06202007-WS,07-SKAN-2.2,6/20/2007 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,1.47,mg/l,NA,NA,NA
07072003-07172007-WS,07-SKAN-2.2,7/17/2007 11:00:00 AM,Phosphorus,T,0.0859,mg/l,NA,NA,NA
07072003-07172007-WS,07-SKAN-2.2,7/17/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.897,mg/l,NA,NA,NA
07072003-08202007-WS,07-SKAN-2.2,8/20/2007 11:00:00 AM,Phosphorus,T,0.054,mg/l,NA,NA,NA
07072003-08202007-WS,07-SKAN-2.2,8/20/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.627,mg/l,NA,NA,NA
07072003-09112007-WS,07-SKAN-2.2,9/11/2007 11:00:00 AM,Phosphorus,T,0.188,mg/l,NA,NA,NA
07072003-09112007-WS,07-SKAN-2.2,9/11/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.933,mg/l,NA,NA,NA
07072003-10022007-WS,07-SKAN-2.2,10/2/2007 11:00:00 AM,Phosphorus,T,0.133,mg/l,NA,NA,NA
07072003-10022007-WS,07-SKAN-2.2,10/2/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.545,mg/l,NA,NA,NA
07072003-10232007-WS,07-SKAN-2.2,10/23/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.565,mg/l,NA,NA,NA
07072003-10232007-WS,07-SKAN-2.2,10/23/2007 11:00:00 AM,Phosphorus,T,0.15,mg/l,NA,NA,NA
07072003-11152007-WS,07-SKAN-2.2,11/15/2007 11:00:00 AM,Phosphorus,T,0.0898,mg/l,NA,NA,NA
07072003-11152007-WS,07-SKAN-2.2,11/15/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.678,mg/l,NA,NA,NA
07052202-05062002-WS,07-COSP-1.9,5/6/2002 10:00:00 AM,Phosphorus,T,0.0175,mg/l,NA,NA,NA
07052202-05062002-WS,07-COSP-1.9,5/6/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.582,mg/l,NA,NA,NA
07052202-05292002-WS,07-COSP-1.9,5/29/2002 11:00:00 AM,Phosphorus,T,0.0182,mg/l,NA,NA,NA
07052202-05292002-WS,07-COSP-1.9,5/29/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.571,mg/l,NA,NA,NA
07052202-06172002-WS,07-COSP-1.9,6/17/2002 4:00:00 PM,Phosphorus,T,0.0543,mg/l,NA,NA,NA
07052202-06172002-WS,07-COSP-1.9,6/17/2002 4:00:00 PM,"Nitrogen, Nitrate (As N)",T,1,mg/l,NA,NA,NA
07052202-07172002-WS,07-COSP-1.9,7/17/2002 10:00:00 AM,Phosphorus,T,0.0271,mg/l,NA,NA,NA
07052202-07172002-WS,07-COSP-1.9,7/17/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.508,mg/l,NA,NA,NA
07052202-08212002-WS,07-COSP-1.9,8/21/2002 10:00:00 AM,Phosphorus,T,0.0214,mg/l,NA,NA,NA
07052202-08212002-WS,07-COSP-1.9,8/21/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.511,mg/l,NA,NA,NA
07052202-09122002-WS,07-COSP-1.9,9/12/2002 10:00:00 AM,Phosphorus,T,0.0171,mg/l,NA,NA,NA
07052202-09122002-WS,07-COSP-1.9,9/12/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.36,mg/l,NA,NA,NA
07052202-10022002-WS,07-COSP-1.9,10/2/2002 10:00:00 AM,Phosphorus,T,0.0278,mg/l,NA,NA,NA
07052202-10022002-WS,07-COSP-1.9,10/2/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.165,mg/l,NA,NA,NA
07052202-10222002-WS,07-COSP-1.9,10/22/2002 10:00:00 AM,Phosphorus,T,0.0197,mg/l,NA,NA,NA
07052202-10222002-WS,07-COSP-1.9,10/22/2002 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.524,mg/l,NA,NA,NA
07052202-11132002-WS,07-COSP-1.9,11/13/2002 9:00:00 AM,Phosphorus,T,0.014,mg/l,NA,NA,NA
07052202-11132002-WS,07-COSP-1.9,11/13/2002 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.256,mg/l,NA,NA,NA
07053401-04162002-WS,07-SMON-0.3,4/16/2002 12:00:00 PM,Phosphorus,T,0.0396,mg/l,NA,NA,NA
07053401-04162002-WS,07-SMON-0.3,4/16/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,7.5,mg/l,NA,NA,NA
07053401-05062002-WS,07-SMON-0.3,5/6/2002 1:00:00 PM,Phosphorus,T,0.0081,mg/l,NA,NA,NA
07053401-05062002-WS,07-SMON-0.3,5/6/2002 1:00:00 PM,"Nitrogen, Nitrate (As N)",T,5.34,mg/l,NA,NA,NA
07053401-05292002-WS,07-SMON-0.3,5/29/2002 1:00:00 PM,Phosphorus,T,0.0097,mg/l,NA,NA,NA
07053401-05292002-WS,07-SMON-0.3,5/29/2002 1:00:00 PM,"Nitrogen, Nitrate (As N)",T,5.87,mg/l,NA,NA,NA
07053401-06172002-WS,07-SMON-0.3,6/17/2002 11:00:00 AM,Phosphorus,T,0.0426,mg/l,NA,NA,NA
07053401-06172002-WS,07-SMON-0.3,6/17/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,7.49,mg/l,NA,NA,NA
07053401-07172002-WS,07-SMON-0.3,7/17/2002 12:00:00 PM,Phosphorus,T,0.0064,mg/l,NA,NA,NA
07053401-07172002-WS,07-SMON-0.3,7/17/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,3.13,mg/l,NA,NA,NA
07053401-08212002-WS,07-SMON-0.3,8/21/2002 12:00:00 PM,Phosphorus,T,0.0149,mg/l,NA,NA,NA
07053401-08212002-WS,07-SMON-0.3,8/21/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.432,mg/l,NA,NA,NA
07053401-09122002-WS,07-SMON-0.3,9/12/2002 11:00:00 AM,Phosphorus,T,0.0092,mg/l,NA,NA,NA
07053401-09122002-WS,07-SMON-0.3,9/12/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.506,mg/l,NA,NA,NA
07053401-10022002-WS,07-SMON-0.3,10/2/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,3.83,mg/l,NA,NA,NA
07053401-10022002-WS,07-SMON-0.3,10/2/2002 12:00:00 PM,Phosphorus,T,0.0081,mg/l,NA,NA,NA
07053401-10232002-WS,07-SMON-0.3,10/23/2002 11:00:00 AM,Phosphorus,T,0.0077,mg/l,NA,NA,NA
07053401-10232002-WS,07-SMON-0.3,10/23/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,3.94,mg/l,NA,NA,NA
07053401-11132002-WS,07-SMON-0.3,11/13/2002 12:00:00 PM,Phosphorus,T,0.0061,mg/l,NA,NA,NA
07053401-11132002-WS,07-SMON-0.3,11/13/2002 12:00:00 PM,"Nitrogen, Nitrate (As N)",T,4.1,mg/l,NA,NA,NA
07053504-05032007-WS,07-CAYG-1.1,5/3/2007 11:00:00 AM,Phosphorus,T,0.01,mg/l,NA,NA,NA
07053504-05032007-WS,07-CAYG-1.1,5/3/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.446,mg/l,NA,NA,NA
07053504-05312007-WS,07-CAYG-1.1,5/31/2007 10:00:00 AM,Phosphorus,T,0.0112,mg/l,NA,NA,NA
07053504-05312007-WS,07-CAYG-1.1,5/31/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.271,mg/l,NA,NA,NA
07053504-06182007-WS,07-CAYG-1.1,6/18/2007 11:00:00 AM,Phosphorus,T,0.0116,mg/l,NA,NA,NA
07053504-06182007-WS,07-CAYG-1.1,6/18/2007 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.282,mg/l,NA,NA,NA
07053504-07182007-WS,07-CAYG-1.1,7/18/2007 10:00:00 AM,Phosphorus,T,0.0126,mg/l,NA,NA,NA
07053504-07182007-WS,07-CAYG-1.1,7/18/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.13,mg/l,NA,NA,NA
07053504-08222007-WS,07-CAYG-1.1,8/22/2007 10:00:00 AM,Phosphorus,T,0.0088,mg/l,NA,NA,NA
07053504-08222007-WS,07-CAYG-1.1,8/22/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.0827,mg/l,NA,NA,NA
07053504-09122007-WS,07-CAYG-1.1,9/12/2007 10:00:00 AM,Phosphorus,T,0.0182,mg/l,NA,NA,NA
07053504-09122007-WS,07-CAYG-1.1,9/12/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.194,mg/l,NA,NA,NA
07053504-10032007-WS,07-CAYG-1.1,10/3/2007 10:00:00 AM,Phosphorus,T,0.0101,mg/l,NA,NA,NA
07053504-10032007-WS,07-CAYG-1.1,10/3/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.127,mg/l,NA,NA,NA
07053504-10242007-WS,07-CAYG-1.1,10/24/2007 10:00:00 AM,Phosphorus,T,0.0268,mg/l,NA,NA,NA
07053504-10242007-WS,07-CAYG-1.1,10/24/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.0543,mg/l,NA,NA,NA
07053504-11132007-WS,07-CAYG-1.1,11/13/2007 10:00:00 AM,Phosphorus,T,0.0099,mg/l,NA,NA,NA
07053504-11132007-WS,07-CAYG-1.1,11/13/2007 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,NA,NA,U,0.05,mg/l
07062003-05062002-WS,07-OWAS-2.5,5/6/2002 11:00:00 AM,Phosphorus,T,0.029,mg/l,NA,NA,NA
07062003-05062002-WS,07-OWAS-2.5,5/6/2002 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.04,mg/l,NA,NA,NA
07062003-06172002-WS,07-OWAS-2.5,6/17/2002 3:00:00 PM,Phosphorus,T,0.079,mg/l,NA,NA,NA
07062003-06172002-WS,07-OWAS-2.5,6/17/2002 3:00:00 PM,"Nitrogen, Nitrate (As N)",T,0.918,mg/l,NA,NA,NA
07062003-08212002-WS,07-OWAS-2.5,8/21/2002 9:00:00 AM,Phosphorus,T,0.0743,mg/l,NA,NA,NA
07062003-08212002-WS,07-OWAS-2.5,8/21/2002 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.19,mg/l,NA,NA,NA
07010005-04232009-WS,07-OSWE-5.2,4/23/2009 10:00:00 AM,Nitrogen,T,0.53,mg/l,NA,NA,NA
07010005-04232009-WS,07-OSWE-5.2,4/23/2009 10:00:00 AM,Phosphorus,T,0.0348,mg/l,NA,NA,NA
07010005-04232009-WS,07-OSWE-5.2,4/23/2009 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.729,mg/l,NA,NA,NA
07010005-05122009-WS,07-OSWE-5.2,5/12/2009 10:00:00 AM,Nitrogen,T,0.36,mg/l,NA,NA,NA
07010005-05122009-WS,07-OSWE-5.2,5/12/2009 10:00:00 AM,Phosphorus,T,0.0333,mg/l,NA,NA,NA
07010005-05122009-WS,07-OSWE-5.2,5/12/2009 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.655,mg/l,NA,NA,NA
07010005-06232009-WS,07-OSWE-5.2,6/23/2009 10:00:00 AM,Phosphorus,T,0.0483,mg/l,NA,NA,NA
07010005-06232009-WS,07-OSWE-5.2,6/23/2009 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.606,mg/l,NA,NA,NA
07010005-06232009-WS,07-OSWE-5.2,6/23/2009 10:00:00 AM,Nitrogen,T,0.46,mg/l,NA,NA,NA
07010005-08122009-WS,07-OSWE-5.2,8/12/2009 9:00:00 AM,Nitrogen,T,0.63,mg/l,NA,NA,NA
07010005-08122009-WS,07-OSWE-5.2,8/12/2009 9:00:00 AM,Phosphorus,T,0.0599,mg/l,NA,NA,NA
07010005-08122009-WS,07-OSWE-5.2,8/12/2009 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.502,mg/l,NA,NA,NA
07010005-09212009-WS,07-OSWE-5.2,9/21/2009 11:00:00 AM,Phosphorus,T,0.048,mg/l,NA,NA,NA
07010005-09212009-WS,07-OSWE-5.2,9/21/2009 11:00:00 AM,Nitrogen,T,0.61,mg/l,NA,NA,NA
07010005-09212009-WS,07-OSWE-5.2,9/21/2009 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.529,mg/l,NA,NA,NA
07010005-11022009-WS,07-OSWE-5.2,11/2/2009 10:00:00 AM,Phosphorus,T,0.0414,mg/l,NA,NA,NA
07010005-11022009-WS,07-OSWE-5.2,11/2/2009 10:00:00 AM,Nitrogen,T,0.5,mg/l,NA,NA,NA
07010005-11022009-WS,07-OSWE-5.2,11/2/2009 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.335,mg/l,NA,NA,NA
07011023-04232009-WS,07-SEOS-22.4,4/23/2009 11:00:00 AM,Nitrogen,T,0.65,mg/l,NA,NA,NA
07011023-04232009-WS,07-SEOS-22.4,4/23/2009 11:00:00 AM,Phosphorus,T,0.0372,mg/l,NA,NA,NA
07011023-04232009-WS,07-SEOS-22.4,4/23/2009 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.05,mg/l,NA,NA,NA
07011023-05122009-WS,07-SEOS-22.4,5/12/2009 11:00:00 AM,Nitrogen,T,0.56,mg/l,NA,NA,NA
07011023-05122009-WS,07-SEOS-22.4,5/12/2009 11:00:00 AM,Phosphorus,T,0.0339,mg/l,NA,NA,NA
07011023-05122009-WS,07-SEOS-22.4,5/12/2009 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.527,mg/l,NA,NA,NA
07011023-06232009-WS,07-SEOS-22.4,6/23/2009 11:00:00 AM,Nitrogen,T,0.63,mg/l,NA,NA,NA
07011023-06232009-WS,07-SEOS-22.4,6/23/2009 11:00:00 AM,Phosphorus,T,0.061,mg/l,NA,NA,NA
07011023-06232009-WS,07-SEOS-22.4,6/23/2009 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.936,mg/l,NA,NA,NA
07011023-08122009-WS,07-SEOS-22.4,8/12/2009 10:00:00 AM,Nitrogen,T,0.65,mg/l,NA,NA,NA
07011023-08122009-WS,07-SEOS-22.4,8/12/2009 10:00:00 AM,Phosphorus,T,0.0705,mg/l,NA,NA,NA
07011023-08122009-WS,07-SEOS-22.4,8/12/2009 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.16,mg/l,NA,NA,NA
07011023-09212009-WS,07-SEOS-22.4,9/21/2009,Phosphorus,T,0.0606,mg/l,NA,NA,NA
07011023-09212009-WS,07-SEOS-22.4,9/21/2009,Nitrogen,T,0.82,mg/l,NA,NA,NA
07011023-09212009-WS,07-SEOS-22.4,9/21/2009,"Nitrogen, Nitrate (As N)",T,0.049,mg/l,NA,NA,NA
07011023-11022009-WS,07-SEOS-22.4,11/2/2009 11:00:00 AM,Phosphorus,T,0.0445,mg/l,NA,NA,NA
07011023-11022009-WS,07-SEOS-22.4,11/2/2009 11:00:00 AM,Nitrogen,T,0.6,mg/l,NA,NA,NA
07011023-11022009-WS,07-SEOS-22.4,11/2/2009 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.486,mg/l,NA,NA,NA
07010005_04132010_WS,07-OSWE-5.2,4/13/2010 10:00:00 AM,Turbidity,T,2.99,ntu,NA,NA,NA
07010005_04132010_WS,07-OSWE-5.2,4/13/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.03,mg/l,NA,NA,NA
07010005_04132010_WS,07-OSWE-5.2,4/13/2010 10:00:00 AM,Phosphorus,T,0.0347,mg/l,NA,NA,NA
07010005_05112010_WS,07-OSWE-5.2,5/11/2010 10:00:00 AM,Turbidity,T,6.02,ntu,NA,NA,NA
07010005_05112010_WS,07-OSWE-5.2,5/11/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.465,mg/l,NA,NA,NA
07010005_05112010_WS,07-OSWE-5.2,5/11/2010 10:00:00 AM,Phosphorus,T,0.0348,mg/l,NA,NA,NA
07010005_06072010_WS,07-OSWE-5.2,6/7/2010 10:00:00 AM,Turbidity,T,9.18,ntu,NA,NA,NA
07010005_06072010_WS,07-OSWE-5.2,6/7/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.676,mg/l,NA,NA,NA
07010005_06072010_WS,07-OSWE-5.2,6/7/2010 10:00:00 AM,Phosphorus,T,0.0794,mg/l,NA,NA,NA
07010005_08122010_WS,07-OSWE-5.2,8/12/2010 10:00:00 AM,Turbidity,T,5.56,ntu,NA,NA,NA
07010005_08122010_WS,07-OSWE-5.2,8/12/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.494,mg/l,NA,NA,NA
07010005_08122010_WS,07-OSWE-5.2,8/12/2010 10:00:00 AM,Phosphorus,T,0.0747,mg/l,NA,NA,NA
07010005_09272010_WS,07-OSWE-5.2,9/27/2010 10:00:00 AM,Turbidity,T,3.61,ntu,NA,NA,NA
07010005_09272010_WS,07-OSWE-5.2,9/27/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.357,mg/l,NA,NA,NA
07010005_09272010_WS,07-OSWE-5.2,9/27/2010 10:00:00 AM,Phosphorus,T,0.0512,mg/l,NA,NA,NA
07010005_10182010_WS,07-OSWE-5.2,10/18/2010 9:00:00 AM,Turbidity,T,6.63,ntu,NA,NA,NA
07010005_10182010_WS,07-OSWE-5.2,10/18/2010 9:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.468,mg/l,NA,NA,NA
07010005_10182010_WS,07-OSWE-5.2,10/18/2010 9:00:00 AM,Phosphorus,T,0.0542,mg/l,NA,NA,NA
07011023_04132010_WS,07-SEOS-22.4,4/13/2010 11:00:00 AM,Turbidity,T,7.96,ntu,NA,NA,NA
07011023_04132010_WS,07-SEOS-22.4,4/13/2010 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,1.09,mg/l,NA,NA,NA
07011023_04132010_WS,07-SEOS-22.4,4/13/2010 11:00:00 AM,Phosphorus,T,0.0363,mg/l,NA,NA,NA
07011023_05112010_WS,07-SEOS-22.4,5/11/2010 11:00:00 AM,Turbidity,T,7.97,ntu,NA,NA,NA
07011023_05112010_WS,07-SEOS-22.4,5/11/2010 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.506,mg/l,NA,NA,NA
07011023_05112010_WS,07-SEOS-22.4,5/11/2010 11:00:00 AM,Phosphorus,T,0.0337,mg/l,NA,NA,NA
07011023_06072010_WS,07-SEOS-22.4,6/7/2010 11:00:00 AM,Turbidity,T,10.8,ntu,NA,NA,NA
07011023_06072010_WS,07-SEOS-22.4,6/7/2010 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.606,mg/l,NA,NA,NA
07011023_06072010_WS,07-SEOS-22.4,6/7/2010 11:00:00 AM,Phosphorus,T,0.0621,mg/l,NA,NA,NA
07011023_08122010_WS,07-SEOS-22.4,8/12/2010 11:00:00 AM,Turbidity,T,10.3,ntu,NA,NA,NA
07011023_08122010_WS,07-SEOS-22.4,8/12/2010 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.081,mg/l,NA,NA,NA
07011023_08122010_WS,07-SEOS-22.4,8/12/2010 11:00:00 AM,Phosphorus,T,0.0626,mg/l,NA,NA,NA
07011023_09272010_WS,07-SEOS-22.4,9/27/2010 11:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.113,mg/l,NA,NA,NA
07011023_09272010_WS,07-SEOS-22.4,9/27/2010 11:00:00 AM,Phosphorus,T,0.0489,mg/l,NA,NA,NA
07011023_09272010_WS,07-SEOS-22.4,9/27/2010 11:00:00 AM,Turbidity,T,9.38,ntu,NA,NA,NA
07011023_10182010_WS,07-SEOS-22.4,10/18/2010 10:00:00 AM,Turbidity,T,10.5,ntu,NA,NA,NA
07011023_10182010_WS,07-SEOS-22.4,10/18/2010 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.547,mg/l,NA,NA,NA
07011023_10182010_WS,07-SEOS-22.4,10/18/2010 10:00:00 AM,Phosphorus,T,0.0544,mg/l,NA,NA,NA
07010005_04252011_WS,07-OSWE-5.2,4/25/2011 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.659,mg/l,NA,NA,NA
07010005_04252011_WS,07-OSWE-5.2,4/25/2011 10:00:00 AM,Phosphorus,T,0.0525,mg/l,NA,NA,NA
07010005_04252011_WS,07-OSWE-5.2,4/25/2011 10:00:00 AM,Turbidity,T,16.5,ntu,NA,NA,NA
07010005_05312011_WS,07-OSWE-5.2,5/31/2011 10:00:00 AM,"Nitrogen, Nitrate (As N)",T,0.575,mg/l,NA,NA,NA
07010005_05312011_WS,07-OSWE-5.2,5/31/2011 10:00:00 AM,Phosphorus,T,0.0484,mg/l,NA,NA,NA
07010005_05312011_WS,07-OSWE-5.2,5/31/2011 10:00:00 AM,Turbidity,T,2.01,ntu,NA,NA,NA
