"CHEM_HISTORY_SAMPLE_ID","EVENT_SMAS_ID","CHS_SITE_ID_CORR_IND","CHS_DATA_PROVIDER","CHS_SYS_SAMPLE_CDE","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP","CHS_SAMPLE_DATE","CHS_SAMPLE_RECEIPT_DATE","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","13-ESOP-16.1_20170705","N","ALSRNY","13ESOP-16.1_070517_WS","13ESOP-16.1_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 09:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ESOP-21.7_20170705","N","ALSRNY","13ESOP-21.7_070517_WS","13ESOP-21.7_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 10:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9_070517_WS","13ROND-9.9_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 11:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND_T6-1.9_20170705","Y","ALSRNY","13ROND-T6-1.9_070517_WS","13ROND-T6-1.9_070517_WS","WS","N_DUPPARENT","N","Field",NA,"R1706086",2017-07-05 13:15:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND_T6-1.9_20170705","Y","ALSRNY","13ROND-T6-1.9 DUP_070517_WS","13ROND-T6-1.9 DUP_070517_WS","WS","DUP","N","Field",NA,"R1706086",2017-07-05 13:15:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-KLEI-0.1_20170705","N","ALSRNY","13KLEI-0.1_070517_WS","13KLEI-0.1_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 09:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-WALK_T13-1.3_20170705","Y","ALSRNY","13WALK-T13-1.3_070517_WS","13WALK-T13-1.3_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 10:00:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-WALK-13.3_20170705","N","ALSRNY","13WALK-13.3_070517_WS","13WALK-13.3_070517_WS","WS","N_DUPPARENT","N","Field",NA,"R1706086",2017-07-05 11:00:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-WALK-15.0_20170705","N","ALSRNY","13WALK-15.0_070517_WS","13WALK-15.0_070517_WS","WS","N","N","Field",NA,"R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-WALK-13.3_20170705","N","ALSRNY","13WALK-13.3 DUP_070517_WS","13WALK-13.3 DUP_070517_WS","WS","DUP","N","Field",NA,"R1706086",2017-07-05 11:00:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-WALK-15.0_20170705","N","ALSRNY","13WALK-15.0EB_070517_WS","13WALK-15.0EB_070517_WS","WS","EB","N","Field",NA,"R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9EB_070517_WS","13ROND-9.9EB_070517_WS","WS","EB","N","Field",NA,"R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552987-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-10 21:09:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552813-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-07 17:12:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552825-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-07 18:34:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552789-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-08 12:18:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170706","N","ALSRNY","552793-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-06 16:17:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","292371-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-07 15:30:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170706","N","ALSRNY","552759-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-06 15:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552814-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-07 23:37:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552827-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-07 22:47:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552790-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-08 12:51:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170717","N","ALSRNY","292993-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-17 13:52:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552976-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-10 11:16:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553044-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-10 15:47:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170712","N","ALSRNY","553387-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-12 10:53:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552987-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-10 21:33:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552813-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-07 17:28:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552825-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-07 18:45:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552789-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-08 12:19:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170706","N","ALSRNY","552793-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-06 16:18:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","292371-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-07 15:30:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552814-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-07 23:53:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552827-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-07 22:58:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552790-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-08 12:52:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170717","N","ALSRNY","292993-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-17 13:52:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552976-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-10 11:32:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553044-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-10 15:57:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170712","N","ALSRNY","553387-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-12 11:09:00,NA,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9_070517_WSDUP","13ROND-9.9_070517_WS","WS","N","LR","Lab","13ROND-9.9_070517_WS","R1706086",2017-07-05 11:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9EB_070517_WSDUP","13ROND-9.9EB_070517_WS","WS","EB","LR","Lab","13ROND-9.9EB_070517_WS","R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9_070517_WSMS","13ROND-9.9_070517_WS","WS","N","MS","Lab","13ROND-9.9_070517_WS","R1706086",2017-07-05 11:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9EB_070517_WSMS","13ROND-9.9EB_070517_WS","WS","EB","MS","Lab","13ROND-9.9EB_070517_WS","R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9_070517_WSMSD","13ROND-9.9_070517_WS","WS","N","SD","Lab","13ROND-9.9_070517_WS","R1706086",2017-07-05 11:30:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","13-ROND-9.9_20170705","N","ALSRNY","13ROND-9.9EB_070517_WSMSD","13ROND-9.9EB_070517_WS","WS","EB","SD","Lab","13ROND-9.9EB_070517_WS","R1706086",2017-07-05 11:45:00,2017-07-06,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","292434-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-10 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","292427-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706086",2017-07-10 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","292434-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-10 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","292427-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706086",2017-07-10 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","13-PETK-6.1_20170706","N","ALSRNY","13PETK-6.1_070617_WS","13PETK-6.1_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 09:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSDK-4.2_20170706","N","ALSRNY","13XSDK-4.2_070617_WS","13XSDK-4.2_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 11:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-PETK-6.1_20170706","N","ALSRNY","13PETK-6.1EB_070617_WS","13PETK-6.1EB_070617_WS","WS","EB","N","Field",NA,"R1706168",2017-07-06 10:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSTK-4.8_20170706","N","ALSRNY","13XSTK-4.8_070617_WS","13XSTK-4.8_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 12:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XFBK-1.2_20170706","N","ALSRNY","13XFBK-1.2_070617_WS","13XFBK-1.2_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 14:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XFBK-0.1_20170706","N","ALSRNY","13XFBK-0.1_070617_WS","13XFBK-0.1_070617_WS","WS","N_DUPPARENT","N","Field",NA,"R1706168",2017-07-06 16:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XFBK-0.1_20170706","N","ALSRNY","13XFBK-0.1 Dup_070617_WS","13XFBK-0.1 Dup_070617_WS","WS","DUP","N","Field",NA,"R1706168",2017-07-06 16:15:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KROM-1.1_20170706","N","ALSRNY","13KROM-1.1_070617_WS","13KROM-1.1_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 08:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-WYNT-0.7_20170706","N","ALSRNY","13WYNT-0.7_070617_WS","13WYNT-0.7_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 09:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-POST-0.8_20170706","N","ALSRNY","13POST-0.8_070617_WS","13POST-0.8_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 09:45:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-POST-18.4_20170706","N","ALSRNY","13POST-18.4_070617_WS","13POST-18.4_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 11:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-BLAG-3.4_20170706","N","ALSRNY","13BLAG-3.4_070617_WS","13BLAG-3.4_070617_WS","WS","N_DUPPARENT","N","Field",NA,"R1706168",2017-07-06 12:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KIND-39.4_20170706","N","ALSRNY","13KIND-39.4_070617_WS","13KIND-39.4_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 12:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KIND-42.8_20170706","N","ALSRNY","13KIND-42.8_070617_WS","13KIND-42.8_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 13:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-MILL-6.7_20170706","N","ALSRNY","13MILL-6.7_070617_WS","13MILL-6.7_070617_WS","WS","N","N","Field",NA,"R1706168",2017-07-06 14:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-MILL-6.7_20170706","N","ALSRNY","13MILL-6.7EB_070617_WS","13MILL-6.7EB_070617_WS","WS","EB","N","Field",NA,"R1706168",2017-07-06 14:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-BLAG-3.4_20170706","N","ALSRNY","13BLAG-3.4 Dup_070617_WS","13BLAG-3.4 Dup_070617_WS","WS","DUP","N","Field",NA,"R1706168",2017-07-06 12:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552986-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 19:08:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552978-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 17:41:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552988-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 11:33:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552790-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-08 12:51:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552794-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-07 10:01:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170712","N","ALSRNY","292627-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-12 10:39:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552763-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-07 17:30:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552987-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 21:09:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","552980-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 00:06:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553044-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 15:47:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552791-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-08 13:24:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552851-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-07 10:33:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553176-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 09:56:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553045-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-10 20:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553178-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 16:22:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553173-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 18:42:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553179-MB","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 22:47:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552986-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 19:29:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552978-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 17:57:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552988-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 11:44:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552790-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-08 12:52:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552794-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-07 10:03:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170712","N","ALSRNY","292627-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-12 10:39:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","552987-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 21:33:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","552980-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 00:22:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553044-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 15:57:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170708","N","ALSRNY","552791-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-08 13:25:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170707","N","ALSRNY","552851-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-07 10:34:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553176-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 10:12:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170710","N","ALSRNY","553045-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-10 20:10:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553178-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 16:38:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553173-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 18:52:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","553179-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 23:03:00,NA,NA,"NYSDEC",NA,"","","",""
"","13-POST-18.4_20170706","N","ALSRNY","13POST-18.4_070617_WSDUP","13POST-18.4_070617_WS","WS","N","LR","Lab","13POST-18.4_070617_WS","R1706168",2017-07-06 11:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KIND-42.8_20170706","N","ALSRNY","13KIND-42.8_070617_WSDUP","13KIND-42.8_070617_WS","WS","N","LR","Lab","13KIND-42.8_070617_WS","R1706168",2017-07-06 13:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSDK-4.2_20170706","N","ALSRNY","13XSDK-4.2_070617_WSMS","13XSDK-4.2_070617_WS","WS","N","MS","Lab","13XSDK-4.2_070617_WS","R1706168",2017-07-06 11:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-PETK-6.1_20170706","N","ALSRNY","13PETK-6.1EB_070617_WSMS","13PETK-6.1EB_070617_WS","WS","EB","MS","Lab","13PETK-6.1EB_070617_WS","R1706168",2017-07-06 10:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSTK-4.8_20170706","N","ALSRNY","13XSTK-4.8_070617_WSMS","13XSTK-4.8_070617_WS","WS","N","MS","Lab","13XSTK-4.8_070617_WS","R1706168",2017-07-06 12:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KROM-1.1_20170706","N","ALSRNY","13KROM-1.1_070617_WSMS","13KROM-1.1_070617_WS","WS","N","MS","Lab","13KROM-1.1_070617_WS","R1706168",2017-07-06 08:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-MILL-6.7_20170706","N","ALSRNY","13MILL-6.7_070617_WSMS","13MILL-6.7_070617_WS","WS","N","MS","Lab","13MILL-6.7_070617_WS","R1706168",2017-07-06 14:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-BLAG-3.4_20170706","N","ALSRNY","13BLAG-3.4 Dup_070617_WSMS","13BLAG-3.4 Dup_070617_WS","WS","DUP","MS","Lab","13BLAG-3.4 Dup_070617_WS","R1706168",2017-07-06 12:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSDK-4.2_20170706","N","ALSRNY","13XSDK-4.2_070617_WSMSD","13XSDK-4.2_070617_WS","WS","N","SD","Lab","13XSDK-4.2_070617_WS","R1706168",2017-07-06 11:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-PETK-6.1_20170706","N","ALSRNY","13PETK-6.1EB_070617_WSMSD","13PETK-6.1EB_070617_WS","WS","EB","SD","Lab","13PETK-6.1EB_070617_WS","R1706168",2017-07-06 10:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-XSTK-4.8_20170706","N","ALSRNY","13XSTK-4.8_070617_WSMSD","13XSTK-4.8_070617_WS","WS","N","SD","Lab","13XSTK-4.8_070617_WS","R1706168",2017-07-06 12:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-KROM-1.1_20170706","N","ALSRNY","13KROM-1.1_070617_WSMSD","13KROM-1.1_070617_WS","WS","N","SD","Lab","13KROM-1.1_070617_WS","R1706168",2017-07-06 08:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-MILL-6.7_20170706","N","ALSRNY","13MILL-6.7_070617_WSMSD","13MILL-6.7_070617_WS","WS","N","SD","Lab","13MILL-6.7_070617_WS","R1706168",2017-07-06 14:30:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","13-BLAG-3.4_20170706","N","ALSRNY","13BLAG-3.4 Dup_070617_WSMSD","13BLAG-3.4 Dup_070617_WS","WS","DUP","SD","Lab","13BLAG-3.4 Dup_070617_WS","R1706168",2017-07-06 12:00:00,2017-07-07,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","292520-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","292522-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1706168",2017-07-11 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","292520-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20170711","N","ALSRNY","292522-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1706168",2017-07-11 00:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","13-PATS-0.5_20170711","N","ALSRNY","13PATS-0.5_07112017_WS","13PATS-0.5_07112017_WS","WS","N","N","Field",NA,"R1706284",2017-07-11 08:00:00,2017-07-12,NA,"NYSDEC",NA,"","","",""
