"CHEM_HISTORY_SAMPLE_ID","EVENT_SMAS_ID","CHS_SITE_ID_CORR_IND","CHS_DATA_PROVIDER","CHS_SYS_SAMPLE_CDE","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP","CHS_SAMPLE_DATE","CHS_SAMPLE_RECEIPT_DATE","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","LAB_INTERNAL_20190727","N","ALSRNY","644966-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-27 03:24:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","644247-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-23 01:25:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644006-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-21 12:53:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","644038-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-19 21:44:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190725","N","ALSRNY","644730-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-25 08:30:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644597-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-24 10:21:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","05-MCCO-0.1_20190716","N","ALSRNY","05-MCCO-0.1-07162019-WDUP","05-MCCO-0.1-07162019-W","WS","N","LR","Lab","05-MCCO-0.1-07162019-W","R1906688",2019-07-16 11:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","04-COHO_T41-0.1_20190717","N","ALSRNY","04-COHO_T41-0.1-07172019-WDUP","04-COHO_T41-0.1-07172019-W","WS","N","LR","Lab","04-COHO_T41-0.1-07172019-W","R1906688",2019-07-17 12:10:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SPRN_T7-0.1_20190717","N","ALSRNY","04-SPRN_T7-0.1-07172019-WDUP","04-SPRN_T7-0.1-07172019-W","WS","N","LR","Lab","04-SPRN_T7-0.1-07172019-W","R1906688",2019-07-17 15:15:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-MUDG_T72-0.3_20190718","Y","ALSRNY","04-MUDG-T72-071819-WDUP","04-MUDG-T72-071819-W","WS","N","LR","Lab","04-MUDG-T72-071819-W","R1906688",2019-07-18 09:45:00,2019-07-19,"071519CO2W","NYSDEC",NA,"","","",""
"","05-MCCO-0.1_20190716","N","ALSRNY","05-MCCO-0.1-07162019-WMS","05-MCCO-0.1-07162019-W","WS","N","MS","Lab","05-MCCO-0.1-07162019-W","R1906688",2019-07-16 11:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-CATH_T9_3a-0.5_20190716","Y","ALSRNY","05-CATH_T9_3A-0.5-07162019-WMS","05-CATH_T9_3A-0.5-07162019-W","WS","N","MS","Lab","05-CATH_T9_3A-0.5-07162019-W","R1906688",2019-07-16 12:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-BULK-1.8_20190716","N","ALSRNY","05-BULK-1.8-07162019-W EBMS","05-BULK-1.8-07162019-W EB","WS","EB","MS","Lab","05-BULK-1.8-07162019-W EB","R1906688",2019-07-16 14:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-BWIN_T7_T2-0.4_20190716","Y","ALSRNY","05-BWIN-T7-07162019-WMS","05-BWIN-T7-07162019-W","WS","N","MS","Lab","05-BWIN-T7-07162019-W","R1906688",2019-07-16 16:45:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-POST_T7-0.3_20190717","N","ALSRNY","05-POST_T7-0.3-07172019-WMS","05-POST_T7-0.3-07172019-W","WS","N","MS","Lab","05-POST_T7-0.3-07172019-W","R1906688",2019-07-17 08:00:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","05-EASC-0.1_20190717","N","ALSRNY","05-EASC-0.1-07172019-WMS","05-EASC-0.1-07172019-W","WS","N","MS","Lab","05-EASC-0.1-07172019-W","R1906688",2019-07-17 09:00:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SAMO-1.7_20190717","Y","ALSRNY","05-SAMO-1.7-07172019-WMS","05-SAMO-1.7-07172019-W","WS","N","MS","Lab","05-SAMO-1.7-07172019-W","R1906688",2019-07-17 10:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-TNCR-3.7_20190717","Y","ALSRNY","05-TNCR-3.7-07172019-WMS","05-TNCR-3.7-07172019-W","WS","N","MS","Lab","05-TNCR-3.7-07172019-W","R1906688",2019-07-17 11:15:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-MILD_T7-0.3_20190717","N","ALSRNY","04-MILD_T7-0.3-07172019-WMS","04-MILD_T7-0.3-07172019-W","WS","N","MS","Lab","04-MILD_T7-0.3-07172019-W","R1906688",2019-07-17 13:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SPRN_T7-0.1_20190717","N","ALSRNY","04-SPRN_T7-0.1-07172019-WMS","04-SPRN_T7-0.1-07172019-W","WS","N","MS","Lab","04-SPRN_T7-0.1-07172019-W","R1906688",2019-07-17 15:15:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SENP_T32-0.6_20190718","Y","ALSRNY","04-SENP-T32-07182019-WMS","04-SENP-T32-07182019-W","WS","N","MS","Lab","04-SENP-T32-07182019-W","R1906688",2019-07-18 08:20:00,2019-07-19,"071519CO2W","NYSDEC",NA,"","","",""
"","05-MCCO-0.1_20190716","N","ALSRNY","05-MCCO-0.1-07162019-WMSD","05-MCCO-0.1-07162019-W","WS","N","SD","Lab","05-MCCO-0.1-07162019-W","R1906688",2019-07-16 11:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-CATH_T9_3a-0.5_20190716","Y","ALSRNY","05-CATH_T9_3A-0.5-07162019-WMSD","05-CATH_T9_3A-0.5-07162019-W","WS","N","SD","Lab","05-CATH_T9_3A-0.5-07162019-W","R1906688",2019-07-16 12:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-BULK-1.8_20190716","N","ALSRNY","05-BULK-1.8-07162019-W EBMSD","05-BULK-1.8-07162019-W EB","WS","EB","SD","Lab","05-BULK-1.8-07162019-W EB","R1906688",2019-07-16 14:00:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-BWIN_T7_T2-0.4_20190716","Y","ALSRNY","05-BWIN-T7-07162019-WMSD","05-BWIN-T7-07162019-W","WS","N","SD","Lab","05-BWIN-T7-07162019-W","R1906688",2019-07-16 16:45:00,2019-07-17,"071519CO2W","NYSDEC",NA,"","","",""
"","05-POST_T7-0.3_20190717","N","ALSRNY","05-POST_T7-0.3-07172019-WMSD","05-POST_T7-0.3-07172019-W","WS","N","SD","Lab","05-POST_T7-0.3-07172019-W","R1906688",2019-07-17 08:00:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","05-EASC-0.1_20190717","N","ALSRNY","05-EASC-0.1-07172019-WMSD","05-EASC-0.1-07172019-W","WS","N","SD","Lab","05-EASC-0.1-07172019-W","R1906688",2019-07-17 09:00:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SAMO-1.7_20190717","Y","ALSRNY","05-SAMO-1.7-07172019-WMSD","05-SAMO-1.7-07172019-W","WS","N","SD","Lab","05-SAMO-1.7-07172019-W","R1906688",2019-07-17 10:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-TNCR-3.7_20190717","Y","ALSRNY","05-TNCR-3.7-07172019-WMSD","05-TNCR-3.7-07172019-W","WS","N","SD","Lab","05-TNCR-3.7-07172019-W","R1906688",2019-07-17 11:15:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-MILD_T7-0.3_20190717","N","ALSRNY","04-MILD_T7-0.3-07172019-WMSD","04-MILD_T7-0.3-07172019-W","WS","N","SD","Lab","04-MILD_T7-0.3-07172019-W","R1906688",2019-07-17 13:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SPRN_T7-0.1_20190717","N","ALSRNY","04-SPRN_T7-0.1-07172019-WMSD","04-SPRN_T7-0.1-07172019-W","WS","N","SD","Lab","04-SPRN_T7-0.1-07172019-W","R1906688",2019-07-17 15:15:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-SENP_T32-0.6_20190718","Y","ALSRNY","04-SENP-T32-07182019-WMSD","04-SENP-T32-07182019-W","WS","N","SD","Lab","04-SENP-T32-07182019-W","R1906688",2019-07-18 08:20:00,2019-07-19,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190722","N","ALSRNY","340987-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906688",2019-07-22 00:00:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190722","N","ALSRNY","340987-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906688",2019-07-22 00:00:00,NA,"071519CO2W","NYSDEC",NA,"","","",""
"","04-GRIM-6.3_20190717","Y","ALSRNY","04-GRIN-6.3-07172019-WMS","04-GRIN-6.3-07172019-W","WS","N","MS","Lab","04-GRIN-6.3-07172019-W","R1906688",2019-07-17 16:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","04-GRIM-6.3_20190717","Y","ALSRNY","04-GRIN-6.3-07172019-WMSD","04-GRIN-6.3-07172019-W","WS","N","SD","Lab","04-GRIN-6.3-07172019-W","R1906688",2019-07-17 16:30:00,2019-07-18,"071519CO2W","NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190717","N","ALSRNY","12-SAUQ-1.7-07172019-W","12-SAUQ-1.7-07172019-W","WS","N","N","Field",NA,"R1906752",2019-07-17 13:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","12-CANW-72.3_20190717","N","ALSRNY","12-CANW-72.3-07172019-W","12-CANW-72.3-07172019-W","WS","N","N","Field",NA,"R1906752",2019-07-17 11:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644035-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-18 19:20:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190727","N","ALSRNY","644966-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-27 03:04:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","340956-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-19 10:00:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644004-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-21 11:29:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","643996-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-18 21:09:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341470-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-29 18:15:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341408-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906752",2019-07-29 15:27:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644035-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-18 19:20:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190727","N","ALSRNY","644966-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-27 03:24:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644004-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-21 11:30:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","643996-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-18 21:09:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341470-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-29 18:15:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341408-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906752",2019-07-29 15:27:00,NA,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190717","N","ALSRNY","12-SAUQ-1.7-07172019-WMS","12-SAUQ-1.7-07172019-W","WS","N","MS","Lab","12-SAUQ-1.7-07172019-W","R1906752",2019-07-17 13:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","12-CANW-72.3_20190717","N","ALSRNY","12-CANW-72.3-07172019-WMS","12-CANW-72.3-07172019-W","WS","N","MS","Lab","12-CANW-72.3-07172019-W","R1906752",2019-07-17 11:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190717","N","ALSRNY","12-SAUQ-1.7-07172019-WMSD","12-SAUQ-1.7-07172019-W","WS","N","SD","Lab","12-SAUQ-1.7-07172019-W","R1906752",2019-07-17 13:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","12-CANW-72.3_20190717","N","ALSRNY","12-CANW-72.3-07172019-WMSD","12-CANW-72.3-07172019-W","WS","N","SD","Lab","12-CANW-72.3-07172019-W","R1906752",2019-07-17 11:00:00,2019-07-18,NA,"NYSDEC",NA,"","","",""
"","07-SKAT_T89-0.2_20190717","N","ALSRNY","07-SKAT_T89-0.2-07172019-W","07-SKAT_T89-0.2-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 12:00:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-SKAT_T93a-0.5_20190717","N","ALSRNY","07-SKAT_T93A-0.5-07172019-W","07-SKAT_T93a-0.5-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 12:45:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-BSWP-0.1_20190717","N","ALSRNY","07-BSWP-0.1-07172019-W","07-BSWP-0.1-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 10:30:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-REED-0.1_20190717","N","ALSRNY","07-REED-0.1-07172019-W","07-REED-0.1-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 15:00:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-CTLE-0.1_20190717","Y","ALSRNY","07-MASH-0.1-07172019-W","07-MASH-0.1-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 16:00:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-CTLE-0.1_20190717","Y","ALSRNY","07-MASH-0.1-07172019-W EB","07-MASH-0.1-07172019-W EB","WS","EB","N","Field",NA,"R1906753",2019-07-17 16:00:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-SKAT_T2-0.1_20190717","N","ALSRNY","07-SKAT_T2-0.1-07172019-W","07-SKAT_T2-0.1-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 07:30:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-SKAT_T5-0.1_20190717","N","ALSRNY","07-SKAT_T5-0.1-07172019-W","07-SKAT_T5-0.1-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 08:30:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-GROU-1.5_20190717","N","ALSRNY","07-GROU-1.5-07172019-W","07-GROU-1.5-07172019-W","WS","N","N","Field",NA,"R1906753",2019-07-17 09:45:00,2019-07-18,"071519CO1W","NYSDEC",NA,"","","",""
"","07-KASH-0.3_20190718","N","ALSRNY","07-KASH-0.3-07182019-W","07-KASH-0.3-07182019-W","WS","N","N","Field",NA,"R1906753",2019-07-18 14:00:00,2019-07-19,"071519CO1W","NYSDEC",NA,"","","",""
"","07-BGST-0.1_20190718","N","ALSRNY","07-BGST-0.1-07182019-W","07-BGST-0.1-07182019-W","WS","N","N","Field",NA,"R1906753",2019-07-18 11:45:00,2019-07-19,"071519CO1W","NYSDEC",NA,"","","",""
"","07-KASH-0.3_20190718","N","ALSRNY","07-KASH-0.3-07182019-EB","07-KASH-0.3-07182019-EB","WS","EB","N","Field",NA,"R1906753",2019-07-18 14:00:00,2019-07-19,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644035-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-18 19:20:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644590-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-24 22:20:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190726","N","ALSRNY","644790-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-26 03:00:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190731","N","ALSRNY","645584-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-31 19:12:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","644247-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 01:19:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","340956-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-19 10:00:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644004-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-21 11:29:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","643996-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-18 21:09:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341456-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-29 15:39:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","341105-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 18:32:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644533-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-24 10:00:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644014-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-18 19:05:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644036-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-18 19:30:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190725","N","ALSRNY","644765-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-25 10:08:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190726","N","ALSRNY","644960-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-26 11:01:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190801","N","ALSRNY","645588-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-08-01 03:33:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","644248-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 03:50:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644006-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-21 12:51:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","644038-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-19 21:43:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341468-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-29 17:39:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","341109-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 18:32:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190725","N","ALSRNY","644730-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-25 08:30:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","644018-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-19 15:10:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190719","N","ALSRNY","644039-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-19 20:56:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190725","N","ALSRNY","644767-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-25 13:14:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190727","N","ALSRNY","644967-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-27 11:05:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","644422-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 10:36:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644748-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-24 17:52:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","341110-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-23 18:32:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644597-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1906753",2019-07-24 10:14:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644035-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-18 19:20:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644590-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-24 22:50:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190726","N","ALSRNY","644790-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-26 03:20:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190731","N","ALSRNY","645584-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-31 19:33:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","644247-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-23 01:25:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190721","N","ALSRNY","644004-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-21 11:30:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","643996-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-18 21:09:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190729","N","ALSRNY","341456-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-29 15:39:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190723","N","ALSRNY","341105-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-23 18:32:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190724","N","ALSRNY","644533-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-24 10:00:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190718","N","ALSRNY","644036-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-18 19:33:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190725","N","ALSRNY","644765-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-25 10:14:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190726","N","ALSRNY","644960-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-07-26 11:21:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190801","N","ALSRNY","645588-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1906753",2019-08-01 04:57:00,NA,"071519CO1W","NYSDEC",NA,"","","",""
