"CHEM_HISTORY_BATCH_ID","CHEM_HISTORY_SAMPLE_ID","CHB_SYS_SAMPLE_CDE","CHB_LAB_ANAL_METHOD_NAME","CHB_ANALYSIS_DATE","CHB_FRACTION","CHB_TEST_TYPE","CHB_TEST_BATCH_TYPE","CHB_TEST_BATCH_ID","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","","10-BRAY-1.5-07172018-WS","E300.0",2018-07-18 17:39:00,"T","initial","Analysis","599122","","","",""
"","","10-BRAY-1.5-07172018-WS","SM2340B",2018-07-24 00:30:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-BRAY-1.5-07172018-WS","Calculation",2018-07-18 15:42:00,"T","initial","Analysis","599585","","","",""
"","","10-BRAY-1.5-07172018-WS","E353.2",2018-07-31 12:11:00,"T","initial","Analysis","600698","","","",""
"","","10-BRAY-1.5-07172018-WS","E353.2",2018-07-18 15:42:00,"T","initial","Analysis","599585","","","",""
"","","10-BRAY-1.5-07172018-WS","Calculation",2018-07-30 13:39:00,"T","initial","Analysis","600558","","","",""
"","","10-BRAY-1.5-07172018-WS","E351.2",2018-07-30 13:39:00,"T","initial","Prep","318646","","","",""
"","","10-BRAY-1.5-07172018-WS","E365.1",2018-07-30 13:04:00,"T","initial","Prep","318529","","","",""
"","","10-BRAY-1.5-07172018-WS","E180.1",2018-07-18 16:50:00,"T","initial","Analysis","599665","","","",""
"","","10-ROCY-0.1-07182018-WS","SM 2320 B",2018-07-27 19:10:00,"T","initial","Analysis","600373","","","",""
"","","10-ROCY-0.1-07182018-WS","D6919-09",2018-07-25 11:11:00,"T","initial","Analysis","600067","","","",""
"","","10-ROCY-0.1-07182018-WS","E300.0",2018-08-02 23:01:00,"T","initial","Analysis","601111","","","",""
"","","10-ROCY-0.1-07182018-WS","SM2340B",2018-07-24 00:33:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-ROCY-0.1-07182018-WS","Calculation",2018-07-20 19:38:00,"T","initial","Analysis","600187","","","",""
"","","10-ROCY-0.1-07182018-WS","E353.2",2018-07-31 12:12:00,"T","initial","Analysis","600698","","","",""
"","","10-ROCY-0.1-07182018-WS","E353.2",2018-07-20 19:38:00,"T","initial","Analysis","600187","","","",""
"","","10-ROCY-0.1-07182018-WS","Calculation",2018-07-30 13:45:00,"T","initial","Analysis","600559","","","",""
"","","10-ROCY-0.1-07182018-WS","E351.2",2018-07-30 13:45:00,"T","initial","Prep","318647","","","",""
"","","10-ROCY-0.1-07182018-WS","E365.1",2018-07-30 13:05:00,"T","initial","Prep","318529","","","",""
"","","10-ROCY-0.1-07182018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-LINC-2.6-07182018-WS","SM 2320 B",2018-07-27 19:15:00,"T","initial","Analysis","600373","","","",""
"","","10-LINC-2.6-07182018-WS","D6919-09",2018-07-25 11:27:00,"T","initial","Analysis","600067","","","",""
"","","10-LINC-2.6-07182018-WS","E300.0",2018-08-02 23:07:00,"T","initial","Analysis","601111","","","",""
"","","10-LINC-2.6-07182018-WS","SM2340B",2018-07-24 00:36:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-LINC-2.6-07182018-WS","Calculation",2018-07-20 19:40:00,"T","initial","Analysis","600187","","","",""
"","","10-LINC-2.6-07182018-WS","E353.2",2018-07-31 12:13:00,"T","initial","Analysis","600698","","","",""
"","","10-LINC-2.6-07182018-WS","E353.2",2018-07-20 19:40:00,"T","initial","Analysis","600187","","","",""
"","","10-LINC-2.6-07182018-WS","Calculation",2018-07-30 13:48:00,"T","initial","Analysis","600559","","","",""
"","","10-LINC-2.6-07182018-WS","E351.2",2018-07-30 13:48:00,"T","initial","Prep","318647","","","",""
"","","10-LINC-2.6-07182018-WS","E365.1",2018-07-30 13:06:00,"T","initial","Prep","318529","","","",""
"","","10-LINC-2.6-07182018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-CLIF-0.1-07182018-WS","SM 2320 B",2018-07-27 19:19:00,"T","initial","Analysis","600373","","","",""
"","","10-CLIF-0.1-07182018-WS","D6919-09",2018-07-25 11:43:00,"T","initial","Analysis","600067","","","",""
"","","10-CLIF-0.1-07182018-WS","E300.0",2018-08-02 23:13:00,"T","initial","Analysis","601111","","","",""
"","","10-CLIF-0.1-07182018-WS","SM2340B",2018-07-24 00:39:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-CLIF-0.1-07182018-WS","Calculation",2018-07-20 19:40:00,"T","initial","Analysis","600187","","","",""
"","","10-CLIF-0.1-07182018-WS","E353.2",2018-07-31 12:15:00,"T","initial","Analysis","600698","","","",""
"","","10-CLIF-0.1-07182018-WS","E353.2",2018-07-20 19:40:00,"T","initial","Analysis","600187","","","",""
"","","10-CLIF-0.1-07182018-WS","Calculation",2018-07-30 13:48:00,"T","initial","Analysis","600559","","","",""
"","","10-CLIF-0.1-07182018-WS","E351.2",2018-07-30 13:48:00,"T","initial","Prep","318647","","","",""
"","","10-CLIF-0.1-07182018-WS","E365.1",2018-07-30 13:07:00,"T","initial","Prep","318529","","","",""
"","","10-CLIF-0.1-07182018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-NICO-1.0-07182018-WS","SM 2320 B",2018-07-27 19:23:00,"T","initial","Analysis","600373","","","",""
"","","10-NICO-1.0-07182018-WS","D6919-09",2018-07-25 08:47:00,"T","initial","Analysis","600066","","","",""
"","","10-NICO-1.0-07182018-WS","E300.0",2018-08-02 23:19:00,"T","initial","Analysis","601111","","","",""
"","","10-NICO-1.0-07182018-WS","SM2340B",2018-07-24 00:42:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-NICO-1.0-07182018-WS","Calculation",2018-07-20 19:41:00,"T","initial","Analysis","600187","","","",""
"","","10-NICO-1.0-07182018-WS","E353.2",2018-07-31 12:16:00,"T","initial","Analysis","600698","","","",""
"","","10-NICO-1.0-07182018-WS","E353.2",2018-07-20 19:41:00,"T","initial","Analysis","600187","","","",""
"","","10-NICO-1.0-07182018-WS","Calculation",2018-07-30 13:49:00,"T","initial","Analysis","600559","","","",""
"","","10-NICO-1.0-07182018-WS","E351.2",2018-07-30 13:49:00,"T","initial","Prep","318647","","","",""
"","","10-NICO-1.0-07182018-WS","E365.1",2018-07-30 13:09:00,"T","initial","Prep","318529","","","",""
"","","10-NICO-1.0-07182018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-PUTM-13.2-07192018-WS","SM 2320 B",2018-07-27 19:29:00,"T","initial","Analysis","600373","","","",""
"","","10-PUTM-13.2-07192018-WS","D6919-09",2018-07-25 09:03:00,"T","initial","Analysis","600066","","","",""
"","","10-PUTM-13.2-07192018-WS","E300.0",2018-08-02 23:25:00,"T","initial","Analysis","601111","","","",""
"","","10-PUTM-13.2-07192018-WS","SM2340B",2018-07-24 00:45:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-PUTM-13.2-07192018-WS","Calculation",2018-07-20 19:41:00,"T","initial","Analysis","600187","","","",""
"","","10-PUTM-13.2-07192018-WS","E353.2",2018-07-31 12:20:00,"T","initial","Analysis","600698","","","",""
"","","10-PUTM-13.2-07192018-WS","E353.2",2018-07-20 19:41:00,"T","initial","Analysis","600187","","","",""
"","","10-PUTM-13.2-07192018-WS","Calculation",2018-07-30 13:51:00,"T","initial","Analysis","600559","","","",""
"","","10-PUTM-13.2-07192018-WS","E351.2",2018-07-30 13:51:00,"T","initial","Prep","318647","","","",""
"","","10-PUTM-13.2-07192018-WS","E365.1",2018-07-30 13:10:00,"T","initial","Prep","318529","","","",""
"","","10-PUTM-13.2-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-CMIL-3.3-07192018-WS","SM 2320 B",2018-07-27 19:34:00,"T","initial","Analysis","600373","","","",""
"","","10-CMIL-3.3-07192018-WS","D6919-09",2018-07-25 09:19:00,"T","initial","Analysis","600066","","","",""
"","","10-CMIL-3.3-07192018-WS","E300.0",2018-08-02 23:31:00,"T","initial","Analysis","601111","","","",""
"","","10-CMIL-3.3-07192018-WS","SM2340B",2018-07-24 00:48:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-CMIL-3.3-07192018-WS","Calculation",2018-07-20 19:42:00,"T","initial","Analysis","600187","","","",""
"","","10-CMIL-3.3-07192018-WS","E353.2",2018-07-31 12:22:00,"T","initial","Analysis","600698","","","",""
"","","10-CMIL-3.3-07192018-WS","E353.2",2018-07-20 19:42:00,"T","initial","Analysis","600187","","","",""
"","","10-CMIL-3.3-07192018-WS","Calculation",2018-07-30 13:52:00,"T","initial","Analysis","600559","","","",""
"","","10-CMIL-3.3-07192018-WS","E351.2",2018-07-30 13:52:00,"T","initial","Prep","318647","","","",""
"","","10-CMIL-3.3-07192018-WS","E365.1",2018-07-30 13:13:00,"T","initial","Prep","318529","","","",""
"","","10-CMIL-3.3-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","SM 2320 B",2018-07-27 19:40:00,"T","initial","Analysis","600373","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","D6919-09",2018-07-25 14:08:00,"T","initial","Analysis","600067","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E300.0",2018-08-02 23:37:00,"T","initial","Analysis","601111","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","SM2340B",2018-07-24 00:57:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","Calculation",2018-07-20 19:42:00,"T","initial","Analysis","600187","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E353.2",2018-07-31 12:26:00,"T","initial","Analysis","600698","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E353.2",2018-07-20 19:42:00,"T","initial","Analysis","600187","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","Calculation",2018-07-30 13:53:00,"T","initial","Analysis","600559","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E351.2",2018-07-30 13:53:00,"T","initial","Prep","318647","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E365.1",2018-07-30 13:14:00,"T","initial","Prep","318529","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-METT-11.1-07192018-WS","SM 2320 B",2018-07-27 19:46:00,"T","initial","Analysis","600373","","","",""
"","","10-METT-11.1-07192018-WS","D6919-09",2018-07-25 14:24:00,"T","initial","Analysis","600067","","","",""
"","","10-METT-11.1-07192018-WS","E300.0",2018-08-02 23:42:00,"T","initial","Analysis","601111","","","",""
"","","10-METT-11.1-07192018-WS","SM2340B",2018-07-24 01:00:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-METT-11.1-07192018-WS","Calculation",2018-07-20 19:43:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS","E353.2",2018-07-31 12:27:00,"T","initial","Analysis","600698","","","",""
"","","10-METT-11.1-07192018-WS","E353.2",2018-07-20 19:43:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS","Calculation",2018-07-30 13:53:00,"T","initial","Analysis","600559","","","",""
"","","10-METT-11.1-07192018-WS","E351.2",2018-07-30 13:53:00,"T","initial","Prep","318647","","","",""
"","","10-METT-11.1-07192018-WS","E365.1",2018-07-30 13:15:00,"T","initial","Prep","318529","","","",""
"","","10-METT-11.1-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-HALF_T2-4.3-07192018-WS","SM 2320 B",2018-07-27 19:51:00,"T","initial","Analysis","600373","","","",""
"","","10-HALF_T2-4.3-07192018-WS","D6919-09",2018-07-25 14:40:00,"T","initial","Analysis","600067","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E300.0",2018-08-02 23:48:00,"T","initial","Analysis","601111","","","",""
"","","10-HALF_T2-4.3-07192018-WS","SM2340B",2018-07-24 01:03:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-HALF_T2-4.3-07192018-WS","Calculation",2018-07-20 19:44:00,"T","initial","Analysis","600187","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E353.2",2018-07-31 12:28:00,"T","initial","Analysis","600698","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E353.2",2018-07-20 19:44:00,"T","initial","Analysis","600187","","","",""
"","","10-HALF_T2-4.3-07192018-WS","Calculation",2018-07-30 13:54:00,"T","initial","Analysis","600559","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E351.2",2018-07-30 13:54:00,"T","initial","Prep","318647","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E365.1",2018-07-30 13:16:00,"T","initial","Prep","318529","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-BISH-0.6-07192018-WS","SM 2320 B",2018-07-27 19:58:00,"T","initial","Analysis","600373","","","",""
"","","10-BISH-0.6-07192018-WS","D6919-09",2018-07-25 14:56:00,"T","initial","Analysis","600067","","","",""
"","","10-BISH-0.6-07192018-WS","E300.0",2018-08-02 23:54:00,"T","initial","Analysis","601111","","","",""
"","","10-BISH-0.6-07192018-WS","SM2340B",2018-07-24 01:07:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-BISH-0.6-07192018-WS","Calculation",2018-07-20 19:45:00,"T","initial","Analysis","600187","","","",""
"","","10-BISH-0.6-07192018-WS","E353.2",2018-07-31 12:30:00,"T","initial","Analysis","600698","","","",""
"","","10-BISH-0.6-07192018-WS","E353.2",2018-07-20 19:45:00,"T","initial","Analysis","600187","","","",""
"","","10-BISH-0.6-07192018-WS","Calculation",2018-07-30 13:55:00,"T","initial","Analysis","600559","","","",""
"","","10-BISH-0.6-07192018-WS","E351.2",2018-07-30 13:55:00,"T","initial","Prep","318647","","","",""
"","","10-BISH-0.6-07192018-WS","E365.1",2018-07-30 13:17:00,"T","initial","Prep","318529","","","",""
"","","10-BISH-0.6-07192018-WS","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-METT-11.1-07192018-WS-DUP","SM 2320 B",2018-07-27 20:20:00,"T","initial","Analysis","600373","","","",""
"","","10-METT-11.1-07192018-WS-DUP","D6919-09",2018-07-25 11:59:00,"T","initial","Analysis","600067","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E300.0",2018-08-03 00:18:00,"T","initial","Analysis","601114","","","",""
"","","10-METT-11.1-07192018-WS-DUP","SM2340B",2018-07-24 01:10:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-METT-11.1-07192018-WS-DUP","Calculation",2018-07-20 19:45:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E353.2",2018-07-31 12:31:00,"T","initial","Analysis","600698","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E353.2",2018-07-20 19:45:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS-DUP","Calculation",2018-07-30 13:55:00,"T","initial","Analysis","600559","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E351.2",2018-07-30 13:55:00,"T","initial","Prep","318647","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E365.1",2018-07-30 13:19:00,"T","initial","Prep","318529","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","600373-MB1","SM 2320 B",2018-07-27 18:03:00,"T","initial","Analysis","600373","","","",""
"","","599265-MB1","D6919-09",2018-07-19 22:46:00,"T","initial","Analysis","599265","","","",""
"","","599122-MB1","E300.0",2018-07-18 16:17:00,"T","initial","Analysis","599122","","","",""
"","","600698-MB1","E353.2",2018-07-31 11:46:00,"T","initial","Analysis","600698","","","",""
"","","599585-MB1","E353.2",2018-07-18 15:33:00,"T","initial","Analysis","599585","","","",""
"","","318646-MB1","E351.2",2018-07-30 13:20:00,"T","initial","Prep","318646","","","",""
"","","318529-MB1","E365.1",2018-07-30 12:51:00,"T","initial","Prep","318529","","","",""
"","","599665-MB1","E180.1",2018-07-18 16:50:00,"T","initial","Analysis","599665","","","",""
"","","600066-MB2","D6919-09",2018-07-25 02:05:00,"T","initial","Analysis","600066","","","",""
"","","601111-MB2","E300.0",2018-08-02 21:45:00,"T","initial","Analysis","601111","","","",""
"","","600187-MB2","E353.2",2018-07-20 19:37:00,"T","initial","Analysis","600187","","","",""
"","","318647-MB2","E351.2",2018-07-30 14:05:00,"T","initial","Prep","318647","","","",""
"","","599667-MB2","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","600067-MB3","D6919-09",2018-07-25 10:39:00,"T","initial","Analysis","600067","","","",""
"","","601114-MB3","E300.0",2018-08-03 00:06:00,"T","initial","Analysis","601114","","","",""
"","","600373-LCS1","SM 2320 B",2018-07-27 18:24:00,"T","initial","Analysis","600373","","","",""
"","","599265-LCS1","D6919-09",2018-07-19 23:02:00,"T","initial","Analysis","599265","","","",""
"","","599122-LCS1","E300.0",2018-07-18 16:23:00,"T","initial","Analysis","599122","","","",""
"","","600698-LCS1","E353.2",2018-07-31 11:54:00,"T","initial","Analysis","600698","","","",""
"","","599585-LCS1","E353.2",2018-07-18 15:34:00,"T","initial","Analysis","599585","","","",""
"","","318646-LCS1","E351.2",2018-07-30 13:21:00,"T","initial","Prep","318646","","","",""
"","","318529-LCS1","E365.1",2018-07-30 12:52:00,"T","initial","Prep","318529","","","",""
"","","600066-LCS2","D6919-09",2018-07-25 02:21:00,"T","initial","Analysis","600066","","","",""
"","","601111-LCS2","E300.0",2018-08-02 21:51:00,"T","initial","Analysis","601111","","","",""
"","","600187-LCS2","E353.2",2018-07-20 19:38:00,"T","initial","Analysis","600187","","","",""
"","","318647-LCS2","E351.2",2018-07-30 13:44:00,"T","initial","Prep","318647","","","",""
"","","600067-LCS3","D6919-09",2018-07-25 10:55:00,"T","initial","Analysis","600067","","","",""
"","","601114-LCS3","E300.0",2018-08-03 00:12:00,"T","initial","Analysis","601114","","","",""
"","","10-SHDD-0.2-07172018-WSDUP","SM 2320 B",2018-07-27 18:36:00,"T","initial","Analysis","600373","","","",""
"","","10-GRAV-2.2-07172018-WSDUP","SM 2320 B",2018-07-27 18:46:00,"T","initial","Analysis","600373","","","",""
"","","10-BRAY-1.5-07172018-WSDUP","E180.1",2018-07-18 16:50:00,"T","initial","Analysis","599665","","","",""
"","","10-BISH-0.6-07192018-WSDUP","E180.1",2018-07-21 10:15:00,"T","initial","Analysis","599667","","","",""
"","","10-SHDD-0.2-07172018-WSMS","E353.2",2018-07-31 12:05:00,"T","initial","Analysis","600698","","","",""
"","","10-BRAY-1.5-07172018-WSMS","E300.0",2018-07-18 17:45:00,"T","initial","Analysis","599122","","","",""
"","","10-BRAY-1.5-07172018-WSMS","E351.2",2018-07-30 13:39:00,"T","initial","Prep","318646","","","",""
"","","10-ROCY-0.1-07182018-WSMS","E353.2",2018-07-20 19:39:00,"T","initial","Analysis","600187","","","",""
"","","10-ROCY-0.1-07182018-WSMS","E351.2",2018-07-30 13:46:00,"T","initial","Prep","318647","","","",""
"","","10-CMIL-3.3-07192018-WSMS","E353.2",2018-07-31 12:23:00,"T","initial","Analysis","600698","","","",""
"","","10-METT-11.1-07192018-WSMS","E353.2",2018-07-20 19:44:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS-DUPMS","E300.0",2018-08-03 00:23:00,"T","initial","Analysis","601114","","","",""
"","","10-METT-11.1-07192018-WS-DUPMS","E365.1",2018-07-30 13:20:00,"T","initial","Prep","318529","","","",""
"","","10-SHDD-0.2-07172018-WSMSD","E353.2",2018-07-31 12:06:00,"T","initial","Analysis","600698","","","",""
"","","10-BRAY-1.5-07172018-WSMSD","E300.0",2018-07-18 17:50:00,"T","initial","Analysis","599122","","","",""
"","","10-BRAY-1.5-07172018-WSMSD","E351.2",2018-07-30 13:40:00,"T","initial","Prep","318646","","","",""
"","","10-ROCY-0.1-07182018-WSMSD","E353.2",2018-07-20 19:39:00,"T","initial","Analysis","600187","","","",""
"","","10-ROCY-0.1-07182018-WSMSD","E351.2",2018-07-30 13:47:00,"T","initial","Prep","318647","","","",""
"","","10-CMIL-3.3-07192018-WSMSD","E353.2",2018-07-31 12:24:00,"T","initial","Analysis","600698","","","",""
"","","10-METT-11.1-07192018-WSMSD","E353.2",2018-07-20 19:44:00,"T","initial","Analysis","600187","","","",""
"","","10-METT-11.1-07192018-WS-DUPMSD","E300.0",2018-08-03 00:29:00,"T","initial","Analysis","601114","","","",""
"","","10-METT-11.1-07192018-WS-DUPMSD","E365.1",2018-07-30 13:21:00,"T","initial","Prep","318529","","","",""
"","","318183-LCS1","E200.7",2018-07-23 23:46:00,"T","initial","Prep","318183","","","",""
"","","318186-LCS1","E200.8",2018-07-24 13:21:00,"T","initial","Prep","318186","","","",""
"","","318183-MB1","E200.7",2018-07-23 23:43:00,"T","initial","Prep","318183","","","",""
"","","318186-MB1","E200.8",2018-07-24 13:19:00,"T","initial","Prep","318186","","","",""
"","","10-SHDD-0.2-07172018-WS","E200.8",2018-07-24 13:23:00,"T","initial","Prep","318186","","","",""
"","","10-SHDD-0.2-07172018-WS","E200.7",2018-07-23 23:50:00,"T","initial","Prep","318183","","","",""
"","","10-SHDD-0.2-07172018-WSMS","E200.7",2018-07-23 23:53:00,"T","initial","Prep","318183","","","",""
"","","10-SHDD-0.2-07172018-WSMSD","E200.7",2018-07-23 23:56:00,"T","initial","Prep","318183","","","",""
"","","10-GRAV-2.2-07172018-WS","E200.8",2018-07-24 13:25:00,"T","initial","Prep","318186","","","",""
"","","10-GRAV-2.2-07172018-WS","E200.7",2018-07-24 00:05:00,"T","initial","Prep","318183","","","",""
"","","10-GRAV-2.2-07172018-WSSMS","E200.7",2018-07-24 00:08:00,"T","initial","Prep","318183","","","",""
"","","10-GRAV-2.2-07172018-WSSDMSD","E200.7",2018-07-24 00:11:00,"T","initial","Prep","318183","","","",""
"","","10-GCHZ-33.1-07172018-WS","E200.8",2018-07-30 18:37:00,"T","initial","Prep","318186","","","",""
"","","10-GCHZ-33.1-07172018-WS","E200.8",2018-07-24 13:26:00,"T","initial","Prep","318186","","","",""
"","","10-GCHZ-33.1-07172018-WS","E200.7",2018-07-24 00:27:00,"T","initial","Prep","318183","","","",""
"","","10-BRAY-1.5-07172018-WS","E200.8",2018-07-24 13:32:00,"T","initial","Prep","318186","","","",""
"","","10-BRAY-1.5-07172018-WS","E200.7",2018-07-24 00:30:00,"T","initial","Prep","318183","","","",""
"","","10-ROCY-0.1-07182018-WS","E200.8",2018-07-24 13:33:00,"T","initial","Prep","318186","","","",""
"","","10-ROCY-0.1-07182018-WS","E200.7",2018-07-24 00:33:00,"T","initial","Prep","318183","","","",""
"","","10-LINC-2.6-07182018-WS","E200.8",2018-07-24 13:35:00,"T","initial","Prep","318186","","","",""
"","","10-LINC-2.6-07182018-WS","E200.7",2018-07-24 00:36:00,"T","initial","Prep","318183","","","",""
"","","10-CLIF-0.1-07182018-WS","E200.8",2018-07-24 13:37:00,"T","initial","Prep","318186","","","",""
"","","10-CLIF-0.1-07182018-WS","E200.7",2018-07-24 00:39:00,"T","initial","Prep","318183","","","",""
"","","10-CLIF-0.1-07182018-WSMS","E200.8",2018-07-24 13:39:00,"T","initial","Prep","318186","","","",""
"","","10-CLIF-0.1-07182018-WSMSD","E200.8",2018-07-24 13:41:00,"T","initial","Prep","318186","","","",""
"","","10-NICO-1.0-07182018-WS","E200.8",2018-07-24 13:46:00,"T","initial","Prep","318186","","","",""
"","","10-NICO-1.0-07182018-WS","E200.7",2018-07-24 00:42:00,"T","initial","Prep","318183","","","",""
"","","10-NICO-1.0-07182018-WSMS","E200.8",2018-07-24 13:48:00,"T","initial","Prep","318186","","","",""
"","","10-NICO-1.0-07182018-WSMSD","E200.8",2018-07-24 13:53:00,"T","initial","Prep","318186","","","",""
"","","10-PUTM-13.2-07192018-WS","E200.8",2018-07-24 13:58:00,"T","initial","Prep","318186","","","",""
"","","10-PUTM-13.2-07192018-WS","E200.7",2018-07-24 00:45:00,"T","initial","Prep","318183","","","",""
"","","10-CMIL-3.3-07192018-WS","E200.8",2018-07-30 18:39:00,"T","initial","Prep","318186","","","",""
"","","10-CMIL-3.3-07192018-WS","E200.8",2018-07-24 14:00:00,"T","initial","Prep","318186","","","",""
"","","10-CMIL-3.3-07192018-WS","E200.7",2018-07-24 00:48:00,"T","initial","Prep","318183","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E200.8",2018-07-24 14:02:00,"T","initial","Prep","318186","","","",""
"","","10-LCHM_T117-1.0-07192018-WS","E200.7",2018-07-24 00:57:00,"T","initial","Prep","318183","","","",""
"","","10-METT-11.1-07192018-WS","E200.8",2018-07-24 14:04:00,"T","initial","Prep","318186","","","",""
"","","10-METT-11.1-07192018-WS","E200.7",2018-07-24 01:00:00,"T","initial","Prep","318183","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E200.8",2018-07-30 18:41:00,"T","initial","Prep","318186","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E200.8",2018-07-24 14:06:00,"T","initial","Prep","318186","","","",""
"","","10-HALF_T2-4.3-07192018-WS","E200.7",2018-07-24 01:03:00,"T","initial","Prep","318183","","","",""
"","","10-BISH-0.6-07192018-WS","E200.8",2018-07-24 14:07:00,"T","initial","Prep","318186","","","",""
"","","10-BISH-0.6-07192018-WS","E200.7",2018-07-24 01:07:00,"T","initial","Prep","318183","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E200.8",2018-07-24 14:20:00,"T","initial","Prep","318186","","","",""
"","","10-METT-11.1-07192018-WS-DUP","E200.7",2018-07-24 01:10:00,"T","initial","Prep","318183","","","",""
"","","10-BLAR-1.1-07172018-WS","SM 2320 B",2018-07-27 17:33:00,"T","initial","Analysis","600372","","","",""
"","","10-BLAR-1.1-07172018-WS","D6919-09",2018-07-20 02:15:00,"T","initial","Analysis","599265","","","",""
"","","10-BLAR-1.1-07172018-WS","E300.0",2018-07-18 17:56:00,"T","initial","Analysis","599122","","","",""
"","","10-BLAR-1.1-07172018-WS","SM2340B",2018-07-23 21:43:00,"T","initial","Analysis","6JUL23A","","","",""
"","","10-BLAR-1.1-07172018-WS","Calculation",2018-07-18 15:34:00,"T","initial","Analysis","599585","","","",""
"","","10-BLAR-1.1-07172018-WS","E353.2",2018-07-31 12:32:00,"T","initial","Analysis","600698","","","",""
"","","10-BLAR-1.1-07172018-WS","E353.2",2018-07-18 15:34:00,"T","initial","Analysis","599585","","","",""
"","","10-BLAR-1.1-07172018-WS","Calculation",2018-08-03 12:38:00,"T","initial","Analysis","601147","","","",""
"","","10-BLAR-1.1-07172018-WS","E351.2",2018-08-03 12:38:00,"T","initial","Prep","318786","","","",""
"","","10-BLAR-1.1-07172018-WS","E365.1",2018-07-30 13:22:00,"T","initial","Prep","318529","","","",""
"","","10-BLAR-1.1-07172018-WS","E180.1",2018-07-18 16:50:00,"T","initial","Analysis","599665","","","",""
"","","10-BRNC-0.4-07172018-WS","SM 2320 B",2018-07-27 17:38:00,"T","initial","Analysis","600372","","","",""
"","","10-BRNC-0.4-07172018-WS","D6919-09",2018-07-20 02:31:00,"T","initial","Analysis","599265","","","",""
"","","10-BRNC-0.4-07172018-WS","E300.0",2018-07-18 18:02:00,"T","initial","Analysis","599122","","","",""
"","","10-BRNC-0.4-07172018-WS","SM2340B",2018-07-23 21:59:00,"T","initial","Analysis","6JUL23A","","","",""
