"CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SYS_SAMPLE_CDE","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT"
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719930-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/13/2021 22:34:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378181-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/26/2021 18:20:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377618-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/15/2021 21:20:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/19/2021","N","ALSRNY","720264-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/19/2021 15:05:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/23/2021 12:28:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719935-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/14/2021 16:27:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720680-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/21/2021 06:21:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/29/2021","N","ALSRNY","721685-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/29/2021 16:20:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719933-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/14/2021 18:36:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/29/2021","N","ALSRNY","721685-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/29/2021 16:20:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"07-OSWE-5.2","04/12/2021","N","ALSRNY","07-OSWE-5.2-04122021-WMS","07-OSWE-5.2-04122021-W","WS","N","MS","Lab","07-OSWE-5.2-04122021-W","R2103470","04/12/2021 11:30:00","04/13/2021","07-OSWE-5.2",,"041221R7W","NYSDEC",
"07-OSWE-5.2","04/12/2021","N","ALSRNY","07-OSWE-5.2-04122021-WSD","07-OSWE-5.2-04122021-W","WS","N","SD","Lab","07-OSWE-5.2-04122021-W","R2103470","04/12/2021 11:30:00","04/13/2021","07-OSWE-5.2",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377802-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377805-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377807-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103470","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377802-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103470","04/20/2021 00:00:00",,"BLANK",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377805-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103470","04/20/2021 00:00:00",,"BLANK",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377807-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103470","04/20/2021 00:00:00",,"BLANK",,"041221R7W","NYSDEC",
"03-SALM-12.0","04/12/2021","N","ALSRNY","03-SALM-12.0-04122021-W","03-SALM-12.0-04122021-W","WS","N","N","Field","","R2103471","04/12/2021 09:30:00","04/13/2021","03-SALM-12.0",,"041221R7W","NYSDEC",
"07-OSWE-5.2","04/12/2021","N","ALSRNY","07-OSWE-5.2-04122021-W","07-OSWE-5.2-04122021-W","WS","N","N","Field","","R2103471","04/12/2021 11:30:00","04/13/2021","07-OSWE-5.2",,"041221R7W","NYSDEC",
"07-ONON-1.0","04/13/2021","N","ALSRNY","07-ONON-1.0-04132021-W","07-ONON-1.0-04132021-W","WS","N","N","Field","","R2103471","04/13/2021 09:30:00","04/14/2021","07-ONON-1.0",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103471","04/22/2021 11:58:00",,"Method Blank",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103471","04/22/2021 12:06:00",,"Lab Control Sample",,"041221R7W","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-DLCS1","Duplicate Lab Control Sample","WQ","LAB_INTERNAL","BD","Lab","720890-LCS1","R2103471","04/22/2021 12:14:00",,"LCSD",,"041221R7W","NYSDEC",
"07-KEUK-0.3","04/12/2021","N","ALSRNY","07-KEUK-0.3-04122021-W","07-KEUK-0.3-04122021-W","WS","N","N","Field","","R2103472","04/12/2021 10:00:00","04/13/2021","07-KEUK-0.3",,"041221R8BW","NYSDEC",
"05-CDEA-1.8","04/12/2021","N","ALSRNY","05-CDEA-1.8-04122021-W","05-CDEA-1.8-04122021-W","WS","N","N","Field","","R2103472","04/12/2021 13:00:00","04/13/2021","05-CDEA-1.8",,"041221R8BW","NYSDEC",
"05-CHEM-5.4","04/13/2021","N","ALSRNY","05-CHEM-5.4-04132021-W","05-CHEM-5.4-04132021-W","WS","N","N","Field","","R2103472","04/13/2021 10:15:00","04/14/2021","05-CHEM-5.4",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721044-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/24/2021 12:44:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719927-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/13/2021 20:53:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","719979-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/15/2021 09:03:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721036-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/24/2021 16:20:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 12:16:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","377569-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/14/2021 16:50:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 12:16:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720751-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/21/2021 21:25:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719930-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/13/2021 22:33:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378181-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/26/2021 18:20:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377618-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/15/2021 21:20:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/19/2021","N","ALSRNY","720264-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/19/2021 15:05:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 12:16:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","720220-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/13/2021 16:54:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/25/2021","N","ALSRNY","721099-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/25/2021 14:15:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719935-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/14/2021 16:27:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720680-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/21/2021 06:12:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 17:10:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377711-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/15/2021 18:10:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 17:10:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719933-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/14/2021 18:35:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/23/2021 17:10:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","720166-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/14/2021 20:15:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721044-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/24/2021 13:05:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719927-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/13/2021 20:53:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","719979-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/15/2021 09:53:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721036-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/24/2021 16:22:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 12:28:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 12:28:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720751-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/21/2021 21:26:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719930-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/13/2021 22:34:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378181-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/26/2021 18:20:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377618-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/15/2021 21:20:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/19/2021","N","ALSRNY","720264-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/19/2021 15:05:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720998-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 12:28:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/25/2021","N","ALSRNY","721099-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/25/2021 14:50:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719935-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/14/2021 16:27:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720680-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/21/2021 06:21:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719933-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/14/2021 18:36:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377802-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377805-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377807-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2103472","04/20/2021 00:00:00",,"LAB CONTROL SAMPLE",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377802-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/20/2021 00:00:00",,"BLANK",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377805-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/20/2021 00:00:00",,"BLANK",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","377807-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2103472","04/20/2021 00:00:00",,"BLANK",,"041221R8BW","NYSDEC",
"07-KEUK-0.3","04/12/2021","N","ALSRNY","07-KEUK-0.3-04122021-WMS","07-KEUK-0.3-04122021-W","WS","N","MS","Lab","07-KEUK-0.3-04122021-W","R2103472","04/12/2021 10:00:00","04/13/2021","07-KEUK-0.3",,"041221R8BW","NYSDEC",
"07-KEUK-0.3","04/12/2021","N","ALSRNY","07-KEUK-0.3-04122021-WSD","07-KEUK-0.3-04122021-W","WS","N","SD","Lab","07-KEUK-0.3-04122021-W","R2103472","04/12/2021 10:00:00","04/13/2021","07-KEUK-0.3",,"041221R8BW","NYSDEC",
"07-KEUK-0.3","04/12/2021","N","ALSRNY","07-KEUK-0.3-04122021-W","07-KEUK-0.3-04122021-W","WS","N","N","Field","","R2103473","04/12/2021 10:00:00","04/13/2021","07-KEUK-0.3",,"041221R8BW","NYSDEC",
"05-CDEA-1.8","04/12/2021","N","ALSRNY","05-CDEA-1.8-04122021-W","05-CDEA-1.8-04122021-W","WS","N","N","Field","","R2103473","04/12/2021 13:00:00","04/13/2021","05-CDEA-1.8",,"041221R8BW","NYSDEC",
"05-CHEM-5.4","04/13/2021","N","ALSRNY","05-CHEM-5.4-04132021-W","05-CHEM-5.4-04132021-W","WS","N","N","Field","","R2103473","04/13/2021 10:15:00","04/14/2021","05-CHEM-5.4",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103473","04/22/2021 11:58:00",,"Method Blank",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103473","04/22/2021 12:06:00",,"Lab Control Sample",,"041221R8BW","NYSDEC",
"00-QAQC-0.0","04/22/2021","N","ALSRNY","720890-DLCS1","Duplicate Lab Control Sample","WQ","LAB_INTERNAL","BD","Lab","720890-LCS1","R2103473","04/22/2021 12:14:00",,"LCSD",,"041221R8BW","NYSDEC",
"04-RAGA-1.4","04/13/2021","N","ALSRNY","04-RAGA-1.4-04132021-W","04-RAGA-1.4-04132021-W","WS","N","N","Field","","R2103482","04/13/2021 10:45:00","04/13/2021","04-RAGA-1.4",,"041221R8AW","NYSDEC",
"03-NRUP-3.1","04/13/2021","N","ALSRNY","03-NRUP-3.1-04132021-W","03-NRUP-3.1-04132021-W","WS","N","N","Field","","R2103482","04/13/2021 13:30:00","04/13/2021","03-NRUP-3.1",,"041221R8AW","NYSDEC",
"04-GENS-2.6","04/14/2021","N","ALSRNY","04-GENS-2.6-04142021-W","04-GENS-2.6-04142021-W","WS","N","N","Field","","R2103482","04/14/2021 10:45:00","04/14/2021","04-GENS-2.6",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721044-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/24/2021 12:44:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719927-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/13/2021 20:53:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720681-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/21/2021 09:00:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721036-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/24/2021 16:20:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/23/2021 17:10:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","377569-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/14/2021 16:50:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/23/2021 17:10:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720751-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/21/2021 21:25:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719930-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/13/2021 22:33:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378181-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/26/2021 18:20:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377619-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/15/2021 21:20:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","720426-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/20/2021 13:50:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/23/2021 17:10:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","720220-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/13/2021 16:54:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719935-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/14/2021 16:27:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/29/2021","N","ALSRNY","721685-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/29/2021 16:13:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377711-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/15/2021 18:10:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","720160-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/15/2021 23:41:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378182-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/26/2021 18:20:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","720428-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/20/2021 13:50:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","720166-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2103482","04/14/2021 20:15:00",,"Method Blank",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721044-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/24/2021 13:05:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719927-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/13/2021 20:53:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720681-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/21/2021 09:44:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/24/2021","N","ALSRNY","721036-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/24/2021 16:22:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/21/2021","N","ALSRNY","720751-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/21/2021 21:26:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/13/2021","N","ALSRNY","719930-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/13/2021 22:34:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/26/2021","N","ALSRNY","378181-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/26/2021 18:20:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/15/2021","N","ALSRNY","377619-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/15/2021 21:20:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/20/2021","N","ALSRNY","720426-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/20/2021 13:50:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/23/2021","N","ALSRNY","720999-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/23/2021 17:22:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
"00-QAQC-0.0","04/14/2021","N","ALSRNY","719935-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2103482","04/14/2021 16:27:00",,"Lab Control Sample",,"041221R8AW","NYSDEC",
