"CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SYS_SAMPLE_CDE","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT"
"11-BOLT-0.1","08/03/2021","N","ALSRNY","11-BOLT-0.1-08032021-WSD","11-BOLT-0.1-08032021-W","WS","N","SD","Lab","11-BOLT-0.1-08032021-W","R2107782","08/03/2021 10:15:00","08/04/2021","11-BOLT-0.1",,,"NYSDEC",
"11-SCHR-3.2","08/04/2021","N","ALSRNY","11-SCHR-3.2-08042021-WSD","11-SCHR-3.2-08042021-W","WS","N","SD","Lab","11-SCHR-3.2-08042021-W","R2107782","08/04/2021 12:45:00","08/05/2021","11-SCHR-3.2",,,"NYSDEC",
"11-BGBK-1.0","08/04/2021","N","ALSRNY","11-BGBK-1.0-08042021-W-EBSD","11-BGBK-1.0-08042021-W-EB","WS","EB","SD","Lab","11-BGBK-1.0-08042021-W-EB","R2107782","08/04/2021 12:15:00","08/05/2021","11-BGBK-1.0",,,"NYSDEC",
"11-BATT-13.1","08/05/2021","N","ALSRNY","11-BATT-13.1-08052021-WSD","11-BATT-13.1-08052021-W","WS","N","SD","Lab","11-BATT-13.1-08052021-W","R2107782","08/05/2021 08:30:00","08/06/2021","11-BATT-13.1",,,"NYSDEC",
"11-BATT-18.0","08/05/2021","N","ALSRNY","11-BATT-18.0-08052021-WSD","11-BATT-18.0-08052021-W","WS","N","SD","Lab","11-BATT-18.0-08052021-W","R2107782","08/05/2021 11:45:00","08/06/2021","11-BATT-18.0",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385132-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2107782","08/12/2021 00:00:00",,"LAB CONTROL SAMPLE",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385136-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2107782","08/12/2021 00:00:00",,"LAB CONTROL SAMPLE",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385132-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2107782","08/12/2021 00:00:00",,"BLANK",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385136-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2107782","08/12/2021 00:00:00",,"BLANK",,,"NYSDEC",
"11-TBRK-1.0","08/03/2021","N","ALSRNY","11-TBRK-1.0-08032021-WMS","11-TBRK-1.0-08032021-W","WS","N","MS","Lab","11-TBRK-1.0-08032021-W","R2107782","08/03/2021 10:45:00","08/04/2021","11-TBRK-1.0",,,"NYSDEC",
"11-TBRK-1.0","08/03/2021","N","ALSRNY","11-TBRK-1.0-08032021-WSD","11-TBRK-1.0-08032021-W","WS","N","SD","Lab","11-TBRK-1.0-08032021-W","R2107782","08/03/2021 10:45:00","08/04/2021","11-TBRK-1.0",,,"NYSDEC",
"11-HOOS-3.1","08/03/2021","N","ALSRNY","11-HOOS-3.1-08032021-W","11-HOOS-3.1-08032021-W","WS","N","N","Field","","R2107783","08/03/2021 08:45:00","08/04/2021","11-HOOS-3.1",,,"NYSDEC",
"11-OTTE-0.8","08/03/2021","N","ALSRNY","11-OTTE-0.8-08032021-W","11-OTTE-0.8-08032021-W","WS","N","N","Field","","R2107783","08/03/2021 10:00:00","08/04/2021","11-OTTE-0.8",,,"NYSDEC",
"11-SUNK-1.2","08/03/2021","N","ALSRNY","11-SUNK-1.2-08032021-W","11-SUNK-1.2-08032021-W","WS","N","N","Field","","R2107783","08/03/2021 11:00:00","08/04/2021","11-SUNK-1.2",,,"NYSDEC",
"11-TOMH-12.2","08/03/2021","N","ALSRNY","11-TOMH-12.2-08032021-W","11-TOMH-12.2-08032021-W","WS","N","N","Field","","R2107783","08/03/2021 12:00:00","08/04/2021","11-TOMH-12.2",,,"NYSDEC",
"11-LHOO-8.6","08/03/2021","N","ALSRNY","11-LHOO-8.6-08032021-W","11-LHOO-8.6-08032021-W","WS","N","N","Field","","R2107783","08/03/2021 14:00:00","08/04/2021","11-LHOO-8.6",,,"NYSDEC",
"11-SUNK-1.2","08/03/2021","N","ALSRNY","11-SUNK-1.2-08032021-W-EB","11-SUNK-1.2-08032021-W-EB","WS","EB","N","Field","","R2107783","08/03/2021 11:15:00","08/04/2021","11-SUNK-1.2",,,"NYSDEC",
"11-HOOS-20.8","08/04/2021","N","ALSRNY","11-HOOS-20.8-08042021-W","11-HOOS-20.8-08042021-W","WS","N","N","Field","","R2107783","08/04/2021 09:00:00","08/05/2021","11-HOOS-20.8",,,"NYSDEC",
"11-WHCK-0.5","08/04/2021","N","ALSRNY","11-WHCK-0.5-08042021-W","11-WHCK-0.5-08042021-W","WS","N","N","Field","","R2107783","08/04/2021 09:45:00","08/05/2021","11-WHCK-0.5",,,"NYSDEC",
"11-OWL-3.6","08/04/2021","N","ALSRNY","11-OWL-3.6-08042021-W","11-OWL-3.6-08042021-W","WS","N","N","Field","","R2107783","08/04/2021 10:45:00","08/05/2021","11-OWL-3.6",,,"NYSDEC",
"11-LWHI-1.0","08/04/2021","N","ALSRNY","11-LWHI-1.0-08042021-W","11-LWHI-1.0-08042021-W","WS","N","N","Field","","R2107783","08/04/2021 11:30:00","08/05/2021","11-LWHI-1.0",,,"NYSDEC",
"11-WALL-6.2","08/04/2021","N","ALSRNY","11-WALL-6.2-08042021-W","11-WALL-6.2-08042021-W","WS","N_SEQPARENT","N","Field","","R2107783","08/04/2021 12:45:00","08/05/2021","11-WALL-6.2",,,"NYSDEC",
"11-WALL-1.5","08/04/2021","N","ALSRNY","11-WALL-1.5-08042021-W","11-WALL-1.5-08042021-W","WS","N","N","Field","","R2107783","08/04/2021 13:45:00","08/05/2021","11-WALL-1.5",,,"NYSDEC",
"11-LWHI-1.0","08/04/2021","N","ALSRNY","11-LWHI-1.0-08042021-W-EB","11-LWHI-1.0-08042021-W-EB","WS","EB","N","Field","","R2107783","08/04/2021 12:00:00","08/05/2021","11-LWHI-1.0",,,"NYSDEC",
"11-WALL-6.2","08/04/2021","N","ALSRNY","11-WALL-6.2-08042021-W-SEQ","11-WALL-6.2-08042021-W-SEQ","WS","SEQ","N","Field","","R2107783","08/04/2021 13:00:00","08/05/2021","11-WALL-6.2",,,"NYSDEC",
"11-KYET-0.5","08/05/2021","N","ALSRNY","11-KYET-0.5-08052021-W","11-KYET-0.5-08052021-W","WS","N","N","Field","","R2107783","08/05/2021 08:30:00","08/05/2021","11-KYET-0.5",,,"NYSDEC",
"11-ELPH-0.1","08/05/2021","N","ALSRNY","11-ELPH-0.1-08052021-W","11-ELPH-0.1-08052021-W","WS","N","N","Field","","R2107783","08/05/2021 09:30:00","08/05/2021","11-ELPH-0.1",,,"NYSDEC",
"11-RRCK-0.6","08/05/2021","N","ALSRNY","11-RRCK-0.6-08052021-W","11-RRCK-0.6-08052021-W","WS","N","N","Field","","R2107783","08/05/2021 10:15:00","08/05/2021","11-RRCK-0.6",,,"NYSDEC",
"11-GORN-6.0","08/05/2021","N","ALSRNY","11-GORN-6.0-08052021-W","11-GORN-6.0-08052021-W","WS","N","N","Field","","R2107783","08/05/2021 11:30:00","08/05/2021","11-GORN-6.0",,,"NYSDEC",
"11-WDWAS-4.4","08/05/2021","N","ALSRNY","11-WDWAS-4.4-08052021-W","11-WDWAS-4.4-08052021-W","WS","N","N","Field","","R2107783","08/05/2021 12:45:00","08/05/2021","11-WDWAS-4.4",,,"NYSDEC",
"11-ELPH-0.1","08/05/2021","N","ALSRNY","11-ELPH-0.1-08052021-W-EB","11-ELPH-0.1-08052021-W-EB","WS","EB","N","Field","","R2107783","08/05/2021 10:00:00","08/05/2021","11-ELPH-0.1",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733949-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/05/2021 09:18:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734410-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/09/2021 19:44:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733827-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/05/2021 10:05:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/10/2021","N","ALSRNY","734525-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/10/2021 22:44:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/04/2021","N","ALSRNY","734043-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/04/2021 20:01:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","384829-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/09/2021 13:03:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385216-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/12/2021 17:13:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/04/2021","N","ALSRNY","733754-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/04/2021 13:45:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734047-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 06:15:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734411-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/09/2021 20:24:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733901-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/05/2021 13:12:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/17/2021","N","ALSRNY","735569-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/17/2021 20:11:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","734055-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/05/2021 23:52:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","384830-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/09/2021 13:03:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385219-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/12/2021 17:13:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","734083-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/05/2021 13:20:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734051-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 09:29:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","733962-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 01:38:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/23/2021","N","ALSRNY","736142-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/23/2021 17:34:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734422-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 18:02:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/15/2021","N","ALSRNY","385329-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/15/2021 12:16:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734180-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 14:00:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/11/2021","N","ALSRNY","734528-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/11/2021 05:17:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734074-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/06/2021 10:13:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/18/2021","N","ALSRNY","385565-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/18/2021 13:24:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/11/2021","N","ALSRNY","734537-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/11/2021 08:32:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734229-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/09/2021 09:44:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/10/2021","N","ALSRNY","734496-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/10/2021 14:34:00",,"Method Blank",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733949-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/05/2021 10:32:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734410-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/09/2021 19:50:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733827-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/05/2021 10:13:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/10/2021","N","ALSRNY","734525-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/10/2021 22:46:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/04/2021","N","ALSRNY","734043-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/04/2021 20:02:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","384829-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/09/2021 13:03:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385216-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/12/2021 17:13:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734047-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/06/2021 06:25:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734411-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/09/2021 20:25:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","733901-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/05/2021 13:20:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/17/2021","N","ALSRNY","735569-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/17/2021 20:13:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/05/2021","N","ALSRNY","734055-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/05/2021 23:53:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","384830-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/09/2021 13:03:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385219-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/12/2021 17:13:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734051-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/06/2021 10:11:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","733962-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/06/2021 01:46:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/23/2021","N","ALSRNY","736142-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/23/2021 17:35:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734422-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/06/2021 18:03:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/15/2021","N","ALSRNY","385329-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/15/2021 12:16:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/11/2021","N","ALSRNY","734528-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/11/2021 05:27:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/06/2021","N","ALSRNY","734074-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/06/2021 10:21:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/18/2021","N","ALSRNY","385565-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/18/2021 13:24:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/11/2021","N","ALSRNY","734537-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/11/2021 09:12:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/09/2021","N","ALSRNY","734229-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/09/2021 09:51:00",,"Lab Control Sample",,,"NYSDEC",
"00-QAQC-0.0","08/10/2021","N","ALSRNY","734496-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/10/2021 15:08:00",,"Lab Control Sample",,,"NYSDEC",
"11-HOOS-3.1","08/03/2021","N","ALSRNY","11-HOOS-3.1-08032021-WDUP","11-HOOS-3.1-08032021-W","WS","N","LR","Lab","11-HOOS-3.1-08032021-W","R2107783","08/03/2021 08:45:00","08/04/2021","11-HOOS-3.1",,,"NYSDEC",
"11-ELPH-0.1","08/05/2021","N","ALSRNY","11-ELPH-0.1-08052021-WDUP","11-ELPH-0.1-08052021-W","WS","N","LR","Lab","11-ELPH-0.1-08052021-W","R2107783","08/05/2021 09:30:00","08/05/2021","11-ELPH-0.1",,,"NYSDEC",
"11-HOOS-3.1","08/03/2021","N","ALSRNY","11-HOOS-3.1-08032021-WMS","11-HOOS-3.1-08032021-W","WS","N","MS","Lab","11-HOOS-3.1-08032021-W","R2107783","08/03/2021 08:45:00","08/04/2021","11-HOOS-3.1",,,"NYSDEC",
"11-SUNK-1.2","08/03/2021","N","ALSRNY","11-SUNK-1.2-08032021-WMS","11-SUNK-1.2-08032021-W","WS","N","MS","Lab","11-SUNK-1.2-08032021-W","R2107783","08/03/2021 11:00:00","08/04/2021","11-SUNK-1.2",,,"NYSDEC",
"11-TOMH-12.2","08/03/2021","N","ALSRNY","11-TOMH-12.2-08032021-WMS","11-TOMH-12.2-08032021-W","WS","N","MS","Lab","11-TOMH-12.2-08032021-W","R2107783","08/03/2021 12:00:00","08/04/2021","11-TOMH-12.2",,,"NYSDEC",
"11-HOOS-20.8","08/04/2021","N","ALSRNY","11-HOOS-20.8-08042021-WMS","11-HOOS-20.8-08042021-W","WS","N","MS","Lab","11-HOOS-20.8-08042021-W","R2107783","08/04/2021 09:00:00","08/05/2021","11-HOOS-20.8",,,"NYSDEC",
"11-OWL-3.6","08/04/2021","N","ALSRNY","11-OWL-3.6-08042021-WMS","11-OWL-3.6-08042021-W","WS","N","MS","Lab","11-OWL-3.6-08042021-W","R2107783","08/04/2021 10:45:00","08/05/2021","11-OWL-3.6",,,"NYSDEC",
"11-LWHI-1.0","08/04/2021","N","ALSRNY","11-LWHI-1.0-08042021-WMS","11-LWHI-1.0-08042021-W","WS","N","MS","Lab","11-LWHI-1.0-08042021-W","R2107783","08/04/2021 11:30:00","08/05/2021","11-LWHI-1.0",,,"NYSDEC",
"11-WALL-6.2","08/04/2021","N","ALSRNY","11-WALL-6.2-08042021-WMS","11-WALL-6.2-08042021-W","WS","N","MS","Lab","11-WALL-6.2-08042021-W","R2107783","08/04/2021 12:45:00","08/05/2021","11-WALL-6.2",,,"NYSDEC",
"11-ELPH-0.1","08/05/2021","N","ALSRNY","11-ELPH-0.1-08052021-WMS","11-ELPH-0.1-08052021-W","WS","N","MS","Lab","11-ELPH-0.1-08052021-W","R2107783","08/05/2021 09:30:00","08/05/2021","11-ELPH-0.1",,,"NYSDEC",
"11-RRCK-0.6","08/05/2021","N","ALSRNY","11-RRCK-0.6-08052021-WMS","11-RRCK-0.6-08052021-W","WS","N","MS","Lab","11-RRCK-0.6-08052021-W","R2107783","08/05/2021 10:15:00","08/05/2021","11-RRCK-0.6",,,"NYSDEC",
"11-WDWAS-4.4","08/05/2021","N","ALSRNY","11-WDWAS-4.4-08052021-WMS","11-WDWAS-4.4-08052021-W","WS","N","MS","Lab","11-WDWAS-4.4-08052021-W","R2107783","08/05/2021 12:45:00","08/05/2021","11-WDWAS-4.4",,,"NYSDEC",
"11-HOOS-3.1","08/03/2021","N","ALSRNY","11-HOOS-3.1-08032021-WSD","11-HOOS-3.1-08032021-W","WS","N","SD","Lab","11-HOOS-3.1-08032021-W","R2107783","08/03/2021 08:45:00","08/04/2021","11-HOOS-3.1",,,"NYSDEC",
"11-SUNK-1.2","08/03/2021","N","ALSRNY","11-SUNK-1.2-08032021-WSD","11-SUNK-1.2-08032021-W","WS","N","SD","Lab","11-SUNK-1.2-08032021-W","R2107783","08/03/2021 11:00:00","08/04/2021","11-SUNK-1.2",,,"NYSDEC",
"11-TOMH-12.2","08/03/2021","N","ALSRNY","11-TOMH-12.2-08032021-WSD","11-TOMH-12.2-08032021-W","WS","N","SD","Lab","11-TOMH-12.2-08032021-W","R2107783","08/03/2021 12:00:00","08/04/2021","11-TOMH-12.2",,,"NYSDEC",
"11-HOOS-20.8","08/04/2021","N","ALSRNY","11-HOOS-20.8-08042021-WSD","11-HOOS-20.8-08042021-W","WS","N","SD","Lab","11-HOOS-20.8-08042021-W","R2107783","08/04/2021 09:00:00","08/05/2021","11-HOOS-20.8",,,"NYSDEC",
"11-OWL-3.6","08/04/2021","N","ALSRNY","11-OWL-3.6-08042021-WSD","11-OWL-3.6-08042021-W","WS","N","SD","Lab","11-OWL-3.6-08042021-W","R2107783","08/04/2021 10:45:00","08/05/2021","11-OWL-3.6",,,"NYSDEC",
"11-LWHI-1.0","08/04/2021","N","ALSRNY","11-LWHI-1.0-08042021-WSD","11-LWHI-1.0-08042021-W","WS","N","SD","Lab","11-LWHI-1.0-08042021-W","R2107783","08/04/2021 11:30:00","08/05/2021","11-LWHI-1.0",,,"NYSDEC",
"11-WALL-6.2","08/04/2021","N","ALSRNY","11-WALL-6.2-08042021-WSD","11-WALL-6.2-08042021-W","WS","N","SD","Lab","11-WALL-6.2-08042021-W","R2107783","08/04/2021 12:45:00","08/05/2021","11-WALL-6.2",,,"NYSDEC",
"11-ELPH-0.1","08/05/2021","N","ALSRNY","11-ELPH-0.1-08052021-WSD","11-ELPH-0.1-08052021-W","WS","N","SD","Lab","11-ELPH-0.1-08052021-W","R2107783","08/05/2021 09:30:00","08/05/2021","11-ELPH-0.1",,,"NYSDEC",
"11-RRCK-0.6","08/05/2021","N","ALSRNY","11-RRCK-0.6-08052021-WSD","11-RRCK-0.6-08052021-W","WS","N","SD","Lab","11-RRCK-0.6-08052021-W","R2107783","08/05/2021 10:15:00","08/05/2021","11-RRCK-0.6",,,"NYSDEC",
"11-WDWAS-4.4","08/05/2021","N","ALSRNY","11-WDWAS-4.4-08052021-WSD","11-WDWAS-4.4-08052021-W","WS","N","SD","Lab","11-WDWAS-4.4-08052021-W","R2107783","08/05/2021 12:45:00","08/05/2021","11-WDWAS-4.4",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385131-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/12/2021 00:00:00",,"LAB CONTROL SAMPLE",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385135-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab","","R2107783","08/12/2021 00:00:00",,"LAB CONTROL SAMPLE",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385131-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/12/2021 00:00:00",,"BLANK",,,"NYSDEC",
"00-QAQC-0.0","08/12/2021","N","ALSRNY","385135-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab","","R2107783","08/12/2021 00:00:00",,"BLANK",,,"NYSDEC",
"11-OTTE-0.8","08/03/2021","N","ALSRNY","11-OTTE-0.8-08032021-WMS","11-OTTE-0.8-08032021-W","WS","N","MS","Lab","11-OTTE-0.8-08032021-W","R2107783","08/03/2021 10:00:00","08/04/2021","11-OTTE-0.8",,,"NYSDEC",
"11-OTTE-0.8","08/03/2021","N","ALSRNY","11-OTTE-0.8-08032021-WSD","11-OTTE-0.8-08032021-W","WS","N","SD","Lab","11-OTTE-0.8-08032021-W","R2107783","08/03/2021 10:00:00","08/04/2021","11-OTTE-0.8",,,"NYSDEC",
"11-UHUD-313.2","08/03/2021","Y","ALSRNY","11-CALA-1.0-08032021-W","11-CALA-1.0-08032021-W","WS","N","N","Field","","R2107785","08/03/2021 10:45:00","08/04/2021","11-CALA-1.0",,,"NYSDEC",
"11-UHUD-296.7","08/03/2021","Y","ALSRNY","11-XHR-296.0-08032021-W","11-XHR-296.0-08032021-W","WS","N","N","Field","","R2107785","08/03/2021 12:00:00","08/04/2021","11-XHR-296.0",,,"NYSDEC",
"11-BORE-1.8","08/03/2021","N","ALSRNY","11-BORE-1.8-08032021-W","11-BORE-1.8-08032021-W","WS","N","N","Field","","R2107785","08/03/2021 13:15:00","08/04/2021","11-BORE-1.8",,,"NYSDEC",
"11-DERC-2.7","08/03/2021","N","ALSRNY","11-DERC-2.7-08032021-W","11-DERC-2.7-08032021-W","WS","N","N","Field","","R2107785","08/03/2021 14:30:00","08/04/2021","11-DERC-2.7",,,"NYSDEC",
