"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"SCRN_UHUD-GREEN","11-BROB-0.3","N","11-BROB-0.3-08042021-W","R2107787","phosphorus, total (as p)",2021-08-04 11:00:00,"7723-14-0","T",0.0116,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-BROB-0.3","N","11-BROB-0.3-08042021-W","R2107787","silver",2021-08-04 11:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-BROB-0.3","N","11-BROB-0.3-08042021-W","R2107787","turbidity",2021-08-04 11:00:00,"TURB","T",1.4,"ntu","E180.1",0.06,"ntu",1,"","R","Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-BROB-0.3","N","11-BROB-0.3-08042021-W","R2107787","zinc",2021-08-04 11:00:00,"7440-66-6","T",5.5,"ug/l","E200.8",2.5,"ug/l",5,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","alkalinity, total (as caco3)",2021-08-04 10:00:00,"ALK","T",7.2,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","aluminum",2021-08-04 10:00:00,"7429-90-5","T",157,"ug/l","E200.8",7.6,"ug/l",10,"N","R","lab error ; Accuracy error",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","arsenic",2021-08-04 10:00:00,"7440-38-2","T",NA,"ug/l","E200.8",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","cadmium",2021-08-04 10:00:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","calcium",2021-08-04 10:00:00,"7440-70-2","T",2970,"ug/l","E200.7",110,"ug/l",1000,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","chloride (as cl)",2021-08-04 10:00:00,"16887-00-6","T",NA,"mg/l","E300.0",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","copper",2021-08-04 10:00:00,"7440-50-8","T",NA,"ug/l","E200.8",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","hardness (as caco3)",2021-08-04 10:00:00,"HARD","T",9.5,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","iron",2021-08-04 10:00:00,"7439-89-6","T",438,"ug/l","E200.7",20,"ug/l",100,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","lead",2021-08-04 10:00:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","magnesium",2021-08-04 10:00:00,"7439-95-4","T",507,"ug/l","E200.7",68,"ug/l",1000,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nickel",2021-08-04 10:00:00,"7440-02-0","T",NA,"ug/l","E200.8",0.46,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrate+nitrite as nitrogen",2021-08-04 10:00:00,"NO3NO2N","T",0.0232,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrogen",2021-08-04 10:00:00,"7727-37-9","T",0.28,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrogen, ammonia (as n)",2021-08-04 10:00:00,"7664-41-7","T",0.01,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrogen, kjeldahl, total",2021-08-04 10:00:00,"KN","T",0.26,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrogen, nitrate (as n)",2021-08-04 10:00:00,"14797-55-8","T",0.023,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","nitrogen, nitrite",2021-08-04 10:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","phosphorus, total (as p)",2021-08-04 10:00:00,"7723-14-0","T",0.0126,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","silver",2021-08-04 10:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","turbidity",2021-08-04 10:00:00,"TURB","T",2.8,"ntu","E180.1",0.06,"ntu",1,"","R","Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-CEDR-14.3","N","11-CEDR-14.3-08042021-W","R2107787","zinc",2021-08-04 10:00:00,"7440-66-6","T",3,"ug/l","E200.8",2.5,"ug/l",5,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","alkalinity, total (as caco3)",2021-08-04 15:00:00,"ALK","T",7.7,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","aluminum",2021-08-04 15:00:00,"7429-90-5","T",96.8,"ug/l","E200.8",7.6,"ug/l",10,"N","R","lab error ; Accuracy error",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","arsenic",2021-08-04 15:00:00,"7440-38-2","T",NA,"ug/l","E200.8",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","cadmium",2021-08-04 15:00:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","calcium",2021-08-04 15:00:00,"7440-70-2","T",2670,"ug/l","E200.7",110,"ug/l",1000,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","chloride (as cl)",2021-08-04 15:00:00,"16887-00-6","T",NA,"mg/l","E300.0",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","copper",2021-08-04 15:00:00,"7440-50-8","T",NA,"ug/l","E200.8",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","hardness (as caco3)",2021-08-04 15:00:00,"HARD","T",9.2,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","iron",2021-08-04 15:00:00,"7439-89-6","T",279,"ug/l","E200.7",20,"ug/l",100,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","lead",2021-08-04 15:00:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","magnesium",2021-08-04 15:00:00,"7439-95-4","T",609,"ug/l","E200.7",68,"ug/l",1000,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nickel",2021-08-04 15:00:00,"7440-02-0","T",NA,"ug/l","E200.8",0.46,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrate+nitrite as nitrogen",2021-08-04 15:00:00,"NO3NO2N","T",0.0166,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrogen",2021-08-04 15:00:00,"7727-37-9","T",0.33,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrogen, ammonia (as n)",2021-08-04 15:00:00,"7664-41-7","T",NA,"mg/l","E350.1",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrogen, kjeldahl, total",2021-08-04 15:00:00,"KN","T",0.31,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrogen, nitrate (as n)",2021-08-04 15:00:00,"14797-55-8","T",0.017,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","nitrogen, nitrite",2021-08-04 15:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","phosphorus, total (as p)",2021-08-04 15:00:00,"7723-14-0","T",0.0091,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","silver",2021-08-04 15:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","turbidity",2021-08-04 15:00:00,"TURB","T",1.2,"ntu","E180.1",0.06,"ntu",1,"","R","Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-ESTN-3.4","N","11-ESTN-3.4-08042021-W","R2107787","zinc",2021-08-04 15:00:00,"7440-66-6","T",3.2,"ug/l","E200.8",2.5,"ug/l",5,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","alkalinity, total (as caco3)",2021-08-04 12:30:00,"ALK","T",7.6,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","aluminum",2021-08-04 12:30:00,"7429-90-5","T",188,"ug/l","E200.8",7.6,"ug/l",10,"N","R","lab error ; Accuracy error",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","arsenic",2021-08-04 12:30:00,"7440-38-2","T",NA,"ug/l","E200.8",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","cadmium",2021-08-04 12:30:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","calcium",2021-08-04 12:30:00,"7440-70-2","T",2860,"ug/l","E200.7",110,"ug/l",1000,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","chloride (as cl)",2021-08-04 12:30:00,"16887-00-6","T",NA,"mg/l","E300.0",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","copper",2021-08-04 12:30:00,"7440-50-8","T",NA,"ug/l","E200.8",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","hardness (as caco3)",2021-08-04 12:30:00,"HARD","T",9.8,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","iron",2021-08-04 12:30:00,"7439-89-6","T",477,"ug/l","E200.7",20,"ug/l",100,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","lead",2021-08-04 12:30:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","magnesium",2021-08-04 12:30:00,"7439-95-4","T",655,"ug/l","E200.7",68,"ug/l",1000,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nickel",2021-08-04 12:30:00,"7440-02-0","T",NA,"ug/l","E200.8",0.46,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrate+nitrite as nitrogen",2021-08-04 12:30:00,"NO3NO2N","T",0.0412,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrogen",2021-08-04 12:30:00,"7727-37-9","T",0.42,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrogen, ammonia (as n)",2021-08-04 12:30:00,"7664-41-7","T",NA,"mg/l","E350.1",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrogen, kjeldahl, total",2021-08-04 12:30:00,"KN","T",0.38,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrogen, nitrate (as n)",2021-08-04 12:30:00,"14797-55-8","T",0.041,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","nitrogen, nitrite",2021-08-04 12:30:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","phosphorus, total (as p)",2021-08-04 12:30:00,"7723-14-0","T",0.0122,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","silver",2021-08-04 12:30:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","turbidity",2021-08-04 12:30:00,"TURB","T",1.9,"ntu","E180.1",0.06,"ntu",1,"","R","Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-FISB-12.8","N","11-FISB-12.8-08042021-W","R2107787","zinc",2021-08-04 12:30:00,"7440-66-6","T",3.3,"ug/l","E200.8",2.5,"ug/l",5,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","alkalinity, total (as caco3)",2021-08-05 14:30:00,"ALK","T",101,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","aluminum",2021-08-05 14:30:00,"7429-90-5","T",59.3,"ug/l","E200.8",7.6,"ug/l",10,"N","R","lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","arsenic",2021-08-05 14:30:00,"7440-38-2","T",0.59,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","cadmium",2021-08-05 14:30:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","calcium",2021-08-05 14:30:00,"7440-70-2","T",32300,"ug/l","E200.7",110,"ug/l",1000,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","chloride (as cl)",2021-08-05 14:30:00,"16887-00-6","T",71,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","copper",2021-08-05 14:30:00,"7440-50-8","T",1.6,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","hardness (as caco3)",2021-08-05 14:30:00,"HARD","T",116,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","iron",2021-08-05 14:30:00,"7439-89-6","T",158,"ug/l","E200.7",20,"ug/l",100,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","lead",2021-08-05 14:30:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","magnesium",2021-08-05 14:30:00,"7439-95-4","T",8580,"ug/l","E200.7",68,"ug/l",1000,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nickel",2021-08-05 14:30:00,"7440-02-0","T",0.65,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrate+nitrite as nitrogen",2021-08-05 14:30:00,"NO3NO2N","T",0.0365,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrogen",2021-08-05 14:30:00,"7727-37-9","T",0.44,"mg/l","Calculation",NA,"mg/l",0.1,"","T","low confidence in value due to Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrogen, ammonia (as n)",2021-08-05 14:30:00,"7664-41-7","T",0.014,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrogen, kjeldahl, total",2021-08-05 14:30:00,"KN","T",0.41,"mg/l","E351.2",0.1,"mg/l",0.1,"","T","low confidence in value due to Equipment Blank error",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrogen, nitrate (as n)",2021-08-05 14:30:00,"14797-55-8","T",0.036,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","nitrogen, nitrite",2021-08-05 14:30:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","phosphorus, total (as p)",2021-08-05 14:30:00,"7723-14-0","T",0.0236,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2021-10-27
"SCRN_UHUD-GREEN","11-FISC-3.8","N","11-FISC-3.8-08052021-W","R2107787","silver",2021-08-05 14:30:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
